gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	gene_id_short	external_gene_id	withinSubset	gene_biotype	lncRnaName	label
ENSG00000228308.1	0	0	0	0	0.000119	0	0.00011	0	0	0	0	0	0	0	0.00011	0	0.000315	0	0.000272	0	8.7e-05	0	0	0.002119	0	0	0	0	0	0	0	0	1.68306464188982	0.003132	1.42024370967742e-07	9.7875e-05	0	0.002119	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	6.72698412698413	0.570623734017905	none	none	none	none	low	none	low	none	none	none	none	none	none	none	low	none	low	none	low	none	low	none	none	low	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228308	ENSG00000228308	rest	nonFunctional	ENSG00000228308	0
ENSG00000228309.1	0	0.000908	0	0	0	0	0	0	0.000175	0	0	0	0	0	0	0	0	0.001164	0	0.000589	0.00022	0	0	0	0	0	0	0	0	0	0	0	2.01800051017331	0.003056	7.46276774193548e-08	9.55e-05	0	0.001164	HEPG2.longNonPolyA	none	1.28193832599119	0.357096447953595	none	low	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	low	none	low	low	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228309	ENSG00000228309	rest	nonFunctional	ENSG00000228309	0
ENSG00000228327.2	0.008383	0.014483	0.009628	0.084168	0.083549	0.071329	0.177063	0.140348	0.022865	0.220273	0.102105	0.254645	0.005554	0.482407	0.082533	0.076654	0.0803	0.140451	0.085681	0.211311	0.022638	0.023241	0.163992	0.345357	0.104678	0.009354	0.142032	0.084718	0.146689	0.097922	0.056257	0.073619	4.48488351875244	3.624227	0.0107523837564103	0.11325709375	0.005554	0.482407	K562.longPolyA	none	1.39683573809131	0.160813600600484	mid	mid	mid	mid	high	high	high	mid	mid	mid	mid	high	low	high	mid	mid	high	high	mid	high	high	high	mid	high	mid	mid	mid	high	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228327	ENSG00000228327	rest	nonFunctional	ENSG00000228327	0
ENSG00000228340.1	0.000698	3.8e-05	0.001245	0.004343	0.005855	0.000566	0.000162	0	0.001025	0.020187	0.000468	0.012195	0.002914	0	0.003758	0.005527	0.0025	0	0.005286	0	0	9.9e-05	0.000104	0	0	0	0	0.000916	0	0.010025	0	0.000748	3.40296908905111	0.078659	1.96436348618952e-05	0.00245809375	0	0.020187	NHEK.longPolyA	none	1.65535055350554	0.264379745384779	low	low	low	low	mid	low	low	none	low	low	low	mid	low	none	low	low	low	none	low	none	none	low	low	none	none	none	none	low	none	low	none	low	yes	unknown	derrienLncRNA	ENSG00000228340	ENSG00000228340	rest	nonFunctional	ENSG00000228340	0
ENSG00000228372.2	0	0.000226	0	0.000359	0	0.004302	0	0.001991	0.000419	0	0	0.002244	0	0.000442	0.001699	0	0	0	0	0	0.000205	0.000529	0.001039	0.004336	0.00058	0	0.005663	0.000345	0.00059	0.000119	0	0	3.3122999577558	0.025088	2.07628548387097e-06	0.000784	0	0.005663	H1.HESC.longPolyA	none	1.30604243542435	0.239944253256908	none	low	none	low	none	low	none	low	low	none	none	low	none	low	low	none	none	none	none	none	low	low	low	low	low	none	low	low	low	low	none	none	yes	unknown	derrienLncRNA	ENSG00000228372	ENSG00000228372	rest	nonFunctional	ENSG00000228372	0
ENSG00000228392.1	3.4e-05	0	0	0	0	0	0	0	0	0	0	0	0.000324	0	0.000252	0	0	0	0	0.000173	0	0	0	0	0	0	0.000234	0	0	0	0	0	2.11083581634248	0.001017	7.16127318548387e-09	3.178125e-05	0	0.000324	HMEC.longNonPolyA	none	1.28571428571429	0.311467466414833	low	none	none	none	none	none	none	none	none	none	none	none	low	none	low	none	none	none	none	low	none	none	none	none	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228392	ENSG00000228392	rest	nonFunctional	ENSG00000228392	0
ENSG00000228397.1	0	0.000251	0	0.008456	0	0.014046	0.003651	0.010869	0.002493	0.028178	0.015458	0.002525	0	0.008905	0.004933	0.004082	0.000346	0.004088	0.004193	0.005923	0.001462	0.000884	0.008669	0.013418	0.003123	0.001933	0.005409	0.027232	0.003222	0.0143	0.003661	0.019024	4.24321339190124	0.220734	5.63120118024194e-05	0.0068979375	0	0.028178	NHEK.longPolyA	none	1.03473854289072	0.155769215694852	none	low	none	low	none	mid	mid	low	low	low	low	low	none	mid	low	low	low	low	low	low	low	low	low	mid	low	low	low	mid	low	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000228397	ENSG00000228397	rest	nonFunctional	ENSG00000228397	0
ENSG00000228412.1	0.000429	0.000208	0	0.004791	0.002546	0	0.000129	0.00858	0.000406	0	0	0.017237	0	0.00331	0.000865	0	0	0.003495	0	0.008322	0.001371	0.000618	0.001854	0.006684	0.006128	0	0.0023	0	0.007741	0.002079	0.006639	0	3.74847933725539	0.085732	1.50194258548387e-05	0.002679125	0	0.017237	MCF.7.longPolyA	none	2.00897435897436	0.219857480016593	low	low	none	low	low	none	low	low	low	none	none	mid	none	low	low	none	none	low	none	low	low	low	low	low	low	none	low	none	low	low	low	none	yes	unknown	derrienLncRNA	ENSG00000228412	ENSG00000228412	rest	nonFunctional	ENSG00000228412	0
ENSG00000228420.1	0	0	0	0	0.004204	0	0.000826	0.001065	0	0	0	0.009437	0	0.00196	0	0	0	0	0	0	0	0	0	0	0.001357	0	0.000433	0	0.001214	0	0.001828	0	2.5522451459036	0.022324	3.34384591935484e-06	0.000697625	0	0.009437	MCF.7.longPolyA	none	2.24476688867745	0.387137157782305	none	none	none	none	mid	none	low	low	none	none	none	mid	none	low	none	none	none	none	none	none	none	none	none	none	low	none	low	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000228420	ENSG00000228420	rest	nonFunctional	ENSG00000228420	0
ENSG00000228421.1	0	0	0	0	0	0	0	0	0	0	0	0.001061	0	0	0	0	0	0.002512	0	0.001463	0.000361	0	0.000934	0.017242	0	0	0.001401	0	0.005665	0	0	0	2.02295497579136	0.030639	1.00833747086694e-05	0.00095746875	0	0.017242	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	3.04360105913504	0.486826655832706	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	low	none	low	low	none	low	mid	none	none	low	none	low	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228421	ENSG00000228421	rest	nonFunctional	ENSG00000228421	0
ENSG00000228434.1	0.000107	0.00034	6.4e-05	0.001975	0.002567	0.00198	0.001823	0.016111	0.000412	0.004248	0.003086	0.009499	0.000214	0.010545	0.001736	8e-04	0.001658	0.003036	0.00631	0.006168	0.000558	0.000484	0.015602	0.003349	0.002572	3e-05	0.001929	0.001621	0.001794	0.001775	0.005191	0.004939	4.22017449746373	0.112523	1.71067858457661e-05	0.00351634375	3e-05	0.016111	BJ.longPolyA	none	1.03262402256121	0.169995020712172	low	low	low	low	low	low	low	low	low	low	low	mid	low	mid	low	low	low	low	low	low	low	low	mid	low	low	low	low	low	low	low	low	low	yes	unknown	derrienLncRNA	ENSG00000228434	ENSG00000228434	rest	nonFunctional	ENSG00000228434	0
ENSG00000228437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001576	0	0.000158	0	0	0	0.000279	0	0	0.000453	0	0	0	0.001362	0	1.88710756038755	0.003828	1.35126112903226e-07	0.000119625	0	0.001576	HEPG2.longNonPolyA	none	1.15712187958884	0.379253052002473	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	low	none	none	none	low	none	none	low	none	none	none	low	none	yes	unknown	derrienLncRNA	ENSG00000228437	ENSG00000228437	rest	nonFunctional	ENSG00000228437	0
ENSG00000228463.3	0.003859	0.006829	0.001824	0.070234	0.021291	0.015589	0.113062	0.134882	0.004113	0.10953	0.021194	0.072818	0	0.490938	0.144443	0.035827	0.038959	0.04201	0.113805	0.095329	0.006269	0.012011	0.063052	0.008417	0.071867	0.000969	0.006582	0.012765	0.035973	0.234008	0.022362	0.034794	3.97962368163613	2.045605	0.00901696004574899	0.06392515625	0	0.490938	K562.longPolyA	none	2.09795391610543	0.251317121810666	mid	mid	low	mid	mid	mid	high	mid	mid	mid	low	mid	none	high	mid	mid	mid	mid	mid	mid	mid	mid	mid	low	mid	low	low	mid	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228463	ENSG00000228463	rest	nonFunctional	ENSG00000228463	0
ENSG00000228467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002713	0	0	0.001028	9.2e-05	0.003227	0	0	0	0.000779	0.000447	0	0	0	0.002329	2.35991992189206	0.010615	6.95123950604839e-07	0.00033171875	0	0.003227	SK.N.SH_RA.longPolyA	none	1.18945816439366	0.300569939411294	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	low	low	low	none	none	none	low	low	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000228467	ENSG00000228467	rest	nonFunctional	ENSG00000228467	0
ENSG00000228478.1	0	0.00013	0	0	0	0	0	0	0	0.002923	0	0	0	0	0.000491	0	0.000468	0.001652	0	0	0	0.00059	0	0	0	0	0	0	0.002501	0	0.000633	0	2.51061176314044	0.009388	5.16116887096774e-07	0.000293375	0	0.002923	NHEK.longPolyA	none	1.1687325069972	0.306076740279794	none	low	none	none	none	none	none	none	none	low	none	none	none	none	low	none	low	low	none	none	none	low	none	none	none	none	none	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000228478	ENSG00000228478	rest	nonFunctional	ENSG00000228478	0
ENSG00000228488.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002306	0.001736	0	0	0	0	0	0	0	0	0	0	0	0.985607036634905	0.004042	2.52283125e-07	0.0001263125	0	0.002306	HEPG2.longPolyA	none	1.32834101382488	0.492405593893991	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	low	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228488	ENSG00000228488	rest	nonFunctional	ENSG00000228488	0
ENSG00000228495.1	0.001462	0.000646	0	0.011529	0	0.400505	0	0.006427	0.001011	0	0.995607	0.000205	0	0	0.008815	0	0	0	0	0.000405	0.000492	0	0.004055	0.000233	0	0	0.000276	0	0	0.008218	0	0	1.11948153762978	1.439886	0.035070576628125	0.0449964375	0	0.995607	HUVEC.longPolyA	none	2.48587907766445	0.582039983125334	low	low	none	low	none	high	none	low	low	none	high	low	none	none	low	none	none	none	none	low	low	none	low	low	none	none	low	none	none	low	none	none	yes	unknown	derrienLncRNA	ENSG00000228495	ENSG00000228495	rest	nonFunctional	ENSG00000228495	0
ENSG00000228503.1	0	0	0	0	0.020656	0	0	0	0	0	0	0.121462	0	0	0	0	0	0	0	0	0.000308	0	0	0	0	0	0	0	0	0	0	0	0.619033128249624	0.142426	0.000469221652350806	0.0044508125	0	0.121462	MCF.7.longPolyA	MCF.7.longPolyA	5.88022850503486	0.721041133423944	none	none	none	none	mid	none	none	none	none	none	none	mid	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228503	ENSG00000228503	rest	nonFunctional	ENSG00000228503	0
ENSG00000228521.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0.915179301461682	0.003673	2.29076692540323e-07	0.00011478125	0	0.00246	H1.HESC.longPolyA	none	2.0280296784831	0.565444904078555	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228521	ENSG00000228521	rest	nonFunctional	ENSG00000228521	0
ENSG00000228528.1	0	0	0.003975	0.00807	0	0	0	0	0	0.053328	0	0.00218	0	0	0	0.187665	0.008177	0	0.029913	0.000767	0.000575	0.000224	0.007528	0.010811	0	0	0.068165	0	0	0	0	0.002206	2.31403475515104	0.383584	0.00126894149935484	0.011987	0	0.187665	HMEC.longPolyA	none	2.75309909777745	0.434437733637431	none	none	mid	low	none	none	none	none	none	mid	none	low	none	none	none	mid	low	none	mid	low	low	low	low	low	none	none	mid	none	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000228528	ENSG00000228528	rest	nonFunctional	ENSG00000228528	0
ENSG00000228534.1	0	0	0	0	0	0.000405	0	0	0	0	0.002644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004401	0	0	0	0	0	0	0	1.20740541928167	0.00745	7.99648673387097e-07	0.0002328125	0	0.004401	A549.longPolyA	none	1.66452344931921	0.507011041179543	none	none	none	none	none	low	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228534	ENSG00000228534	rest	nonFunctional	ENSG00000228534	0
ENSG00000228541.1	0	0	0	0.000784	0	0	0.00248	0.001216	0	0	0	0.000368	0	0.040343	0.003218	0	0	0	0.006652	0.009483	0.00048	0	0.002515	0	0	0	0.001158	0.000758	0	0.003743	0.000832	0.008231	2.62900787900715	0.082261	5.35460237167339e-05	0.00257065625	0	0.040343	K562.longPolyA	K562.longPolyA	4.25424443741432	0.43527958455135	none	none	none	low	none	none	low	low	none	none	none	low	none	mid	low	none	none	none	low	low	low	none	low	none	none	none	low	low	none	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000228541	ENSG00000228541	rest	nonFunctional	ENSG00000228541	0
ENSG00000228549.1	0.00176	0.009466	0.006677	0.000476	0	0.007217	0.001708	0	0.015922	0.001528	0.005821	0	0.00176	0.002202	0.00203	0	0.018166	0.006474	0.000701	0.000237	4.4e-05	0.012119	0.001235	0.039963	0.002808	0.002719	0.008042	0.000936	0.003305	0.000779	0	0	3.73894308308919	0.154095	6.33074391602823e-05	0.00481546875	0	0.039963	H1.HESC.longNonPolyA	none	2.19987889463833	0.266480590711201	low	mid	mid	low	none	mid	low	none	mid	low	low	none	low	low	low	none	mid	low	low	low	low	mid	low	mid	low	low	low	low	low	low	none	none	yes	unknown	derrienLncRNA	ENSG00000228549	ENSG00000228549	rest	nonFunctional	ENSG00000228549	0
ENSG00000228559.1	0	0	0	0	0.000366	0	0	0	0	0	0	0.004142	0	0.000806	0	0.000844	0	0.002992	0	0	0	0	0	0.015449	0.000306	0	0.047377	0	0	0	0.000879	0	1.59670790298248	0.073161	7.56275980796371e-05	0.00228628125	0	0.047377	H1.HESC.longPolyA	H1.HESC.longPolyA	3.06667098194058	0.548762265626155	none	none	none	none	low	none	none	none	none	none	none	low	none	low	none	low	none	low	none	none	none	none	none	mid	low	none	mid	none	none	none	low	none	yes	unknown	derrienLncRNA	ENSG00000228559	ENSG00000228559	rest	nonFunctional	ENSG00000228559	0
ENSG00000228561.1	0	0.004918	0	0	0	0	0	0.024412	0.005051	0.00138	0	0.002702	0	0	0.014874	0	0	0	0.001607	0	0.001033	0	0.000851	0	0	0	0	0	0	0.019456	0.001235	0	2.62940974302305	0.077519	3.46043127086694e-05	0.00242246875	0	0.024412	BJ.longPolyA	none	1.25472861842105	0.308735442359369	none	mid	none	none	none	none	none	low	mid	low	none	low	none	none	mid	none	none	none	low	none	low	none	low	none	none	none	none	none	none	low	low	none	yes	unknown	derrienLncRNA	ENSG00000228561	ENSG00000228561	rest	nonFunctional	ENSG00000228561	0
ENSG00000228566.1	0	0	0	0.000927	0	0	0	0	0.000124	0.001984	0	0	0	0	0.001385	0	0	0	0.00107	0	0.003137	0	0.005642	0.004835	0	0	0.000519	0	0	0.000999	0	0	2.81441581840799	0.020622	1.96458115725806e-06	0.0006444375	0	0.005642	SK.N.SH_RA.longPolyA	none	1.16690796277146	0.277486681220883	none	none	none	low	none	none	none	none	low	low	none	none	none	none	low	none	none	none	low	none	mid	none	low	low	none	none	low	none	none	low	none	none	yes	unknown	derrienLncRNA	ENSG00000228566	ENSG00000228566	rest	nonFunctional	ENSG00000228566	0
ENSG00000228569.1	0	0	0	0.001539	0	0	0	0	0	0	0	0.012492	0	0.000555	0	0	0	0	0	0.000858	0	0	0	0.002176	0	0	0.000953	0	0	0	0	0.001602	1.89248984604774	0.020175	4.99847277318548e-06	0.00063046875	0	0.012492	MCF.7.longPolyA	MCF.7.longPolyA	5.74080882352941	0.527752910766053	none	none	none	low	none	none	none	none	none	none	none	mid	none	low	none	none	none	none	none	low	none	none	none	low	none	none	low	none	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000228569	ENSG00000228569	rest	nonFunctional	ENSG00000228569	0
ENSG00000228573.1	0	0	0	0.001617	0	0.003386	0	0.002466	0	0	0	0	0	0	0	0	0.004146	0	0.001034	0	0.006418	0	0.024909	0	0.001007	0	0	0.001253	0.000737	0.00193	0.00083	0.005367	2.765569750498	0.0551	2.06947974677419e-05	0.001721875	0	0.024909	SK.N.SH_RA.longPolyA	SK.N.SH_RA.longPolyA	3.88111561234029	0.408039656834828	none	none	none	low	none	low	none	low	none	none	none	none	none	none	none	none	low	none	low	none	mid	none	mid	none	low	none	none	low	low	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000228573	ENSG00000228573	rest	nonFunctional	ENSG00000228573	0
ENSG00000228592.1	0	0	0	0	0	0	0	0	0	0	0.000437	0	0	0	0	0	0	0	0	0	0	0	0	0.140713	0	0	0.194535	0	0	0	0	0	0.994404687447239	0.335685	0.00174589733749093	0.01049015625	0	0.194535	H1.HESC.longPolyA	none	1.38249486543532	0.498895820631819	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	high	none	none	high	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228592	ENSG00000228592	rest	nonFunctional	ENSG00000228592	0
ENSG00000228609.1	0.002498	0.003627	0.002957	0.04328	0.006958	0.014384	0.009466	0.044494	0.003722	0.06809	0.062524	0.042998	0.004549	0.046775	0.023489	0.026229	0.011098	0.0173	0.030029	0.012937	0.002693	0.004282	0.016979	0.014743	0.045919	0.002112	0.023872	0.006868	0.013041	0.04746	0.048381	0.025334	4.49402668986093	0.729088	0.000375121288451613	0.022784	0.002112	0.06809	NHEK.longPolyA	none	1.0890218156228	0.122585757247547	mid	mid	low	mid	mid	mid	mid	mid	mid	mid	mid	mid	low	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	low	mid	mid	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228609	ENSG00000228609	rest	nonFunctional	ENSG00000228609	0
ENSG00000228616.1	0	0	0	0.000539	0.000177	0	0	0.001671	0	0	0	0.000494	0	0	0	0	0	0.005424	0	0	0.000554	0	0	0	0	0	0	0	0.001963	0	0	0	2.09774043751265	0.010822	1.07349428629032e-06	0.0003381875	0	0.005424	HEPG2.longNonPolyA	none	2.76311767702496	0.442930126238332	none	none	none	low	low	none	none	low	none	none	none	low	none	none	none	none	none	low	none	none	low	none	none	none	none	none	none	none	low	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228616	ENSG00000228616	rest	nonFunctional	ENSG00000228616	0
ENSG00000228618.1	0.011675	0	0	0	0	0	0	0	0	0	0.002358	0	0	0	0	0	0.001934	0	0.004422	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62107259278052	0.020389	4.90868549092742e-06	0.00063715625	0	0.011675	HSMM.longNonPolyA	none	2.64020805065581	0.493919288326489	mid	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	low	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228618	ENSG00000228618	rest	nonFunctional	ENSG00000228618	0
ENSG00000228623.2	0	0.003302	0.000608	0.02617	0	0.000776	0.012566	0.039756	0.006865	0.047554	0.008109	0.000795	0	0.031636	0.031015	0.054128	0.009768	0.038352	0.024328	0.088125	0.010531	0.003516	0.067151	0.26918	0.029645	0.004316	0.102741	0.002095	0.031156	0.122091	0.045112	0.005715	3.89454846530866	1.117102	0.00281038904083468	0.0349094375	0	0.26918	H1.HESC.longNonPolyA	none	2.20474891679157	0.252081232786452	none	mid	low	mid	none	low	mid	mid	mid	mid	low	low	none	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	high	mid	mid	mid	low	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228623	ENSG00000228623	rest	nonFunctional	ENSG00000228623	0
ENSG00000228643.1	0.000617	0.000302	0	0.000531	0	0.000657	0.001329	0	0.000284	0	0.000543	0.00022	0	0.001363	0	0	0	0.007233	0.000317	0.005293	0.001005	0.000422	0.00123	0	0	0	0	0.005702	0.010987	0	0.001508	0.001068	3.27917262549889	0.040611	6.24095318447581e-06	0.00126909375	0	0.010987	HELA.S3.longNonPolyA	none	1.519010092631	0.275143073619775	low	low	none	low	none	low	low	none	low	none	low	low	none	low	none	none	none	low	low	low	low	low	low	none	none	none	none	mid	mid	none	low	low	yes	unknown	derrienLncRNA	ENSG00000228643	ENSG00000228643	rest	nonFunctional	ENSG00000228643	0
ENSG00000228648.1	0	0.001364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028481	0.000685	0.000714	0	0.016812	0	0	0.002009	0	0.001477	0	0	0	1.63641974757178	0.051542	3.28983798991935e-05	0.0016106875	0	0.028481	HEPG2.longPolyA	none	1.69408755650726	0.479537418502944	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	mid	low	low	none	mid	none	none	low	none	low	none	none	none	yes	unknown	derrienLncRNA	ENSG00000228648	ENSG00000228648	rest	nonFunctional	ENSG00000228648	0
ENSG00000228649.1	0.000708	0.023051	0.00118	0.036963	0.003099	0.056005	0.073059	0.108791	0.036863	0.14113	0.069582	0.010468	0.008018	0.043069	0.067078	0.056693	0.126142	0.098426	0.086902	0.019047	0.000885	0.040993	0.002628	0.20664	0.099309	0.002611	0.044331	0.093147	0.046754	0.121643	0.028949	0.038765	4.43980080442388	1.792929	0.00243097164390222	0.05602903125	0.000708	0.20664	H1.HESC.longNonPolyA	none	1.46418195989513	0.14406938533966	low	high	low	mid	low	high	high	mid	high	mid	mid	mid	mid	mid	mid	mid	high	high	mid	mid	low	high	low	high	mid	low	mid	high	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228649	ENSG00000228649	rest	nonFunctional	ENSG00000228649	0
ENSG00000228682.2	0	0	0	0.00171	0	0	0.000229	0	0	0	0.000791	0	0	0.000778	0	0	0	0.005945	0	0.007916	0	0	0.000366	0.00215	0.000398	0	0.001685	0.874168	0.00935	0	0	0.395128	1.10122819977187	1.300614	0.0279880909515766	0.0406441875	0	0.874168	GM12878.longNonPolyA	none	2.21236662549857	0.567241396775016	none	none	none	low	none	none	low	none	none	none	low	none	none	low	none	none	none	low	none	low	none	none	low	low	low	none	low	high	mid	none	none	high	yes	unknown	derrienLncRNA	ENSG00000228682	ENSG00000228682	rest	nonFunctional	ENSG00000228682	0
ENSG00000228692.1	0	0.002379	0	0.016422	0	0.007327	0.001549	0.000845	0.003079	0	0.008723	0.00052	0	0	0.002229	0	0.004426	0.001882	0.002869	0.000605	0.000577	0	0.000356	0	0	0	0.000686	0.001635	0	0.002667	0	0.001626	3.51102988710533	0.060402	1.14201992862903e-05	0.0018875625	0	0.016422	HSMM.longPolyA	none	1.8826091940846	0.276170714970347	none	mid	none	mid	none	mid	low	low	mid	none	low	low	none	none	low	none	low	low	low	low	low	none	low	none	none	none	low	low	none	low	none	low	yes	unknown	derrienLncRNA	ENSG00000228692	ENSG00000228692	rest	nonFunctional	ENSG00000228692	0
ENSG00000228697.1	0.000396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001316	0	0	0	0	0	0	0	0	0	0	0	0.000199	1.18099561751681	0.001911	5.85209828629032e-08	5.971875e-05	0	0.001316	HEPG2.longPolyA	HEPG2.longPolyA	3.32323232323232	0.579878292427964	low	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000228697	ENSG00000228697	rest	nonFunctional	ENSG00000228697	0
ENSG00000228707.1	0	0	0	0.002753	0	0	0	0.002026	0.005478	0	0	0	0	0	0.024982	0	0	0	0.001252	0	0.000276	0.000575	0	0.006155	0.001984	0	0	0	0	0.003135	0.006029	0	2.59074436870212	0.054645	2.1369331265121e-05	0.00170765625	0	0.024982	AG04450.longPolyA	AG04450.longPolyA	4.05881397238018	0.411664783179344	none	none	none	low	none	none	none	low	mid	none	none	none	none	none	mid	none	none	none	low	none	low	low	none	low	low	none	none	none	none	low	low	none	yes	unknown	derrienLncRNA	ENSG00000228707	ENSG00000228707	rest	nonFunctional	ENSG00000228707	0
ENSG00000228708.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002024	0	0	0	0	0	0	0	0	0	0.000246	0.002207	0	0.007003	0.001004	1.73943624360365	0.012484	1.74863372580645e-06	0.000390125	0	0.007003	HELA.S3.longPolyA	HELA.S3.longPolyA	3.17308563661078	0.485542891084582	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	low	low	none	low	low	yes	unknown	derrienLncRNA	ENSG00000228708	ENSG00000228708	rest	nonFunctional	ENSG00000228708	0
