filename	dccAccession	size	cell	dateUnrestricted	dataType	view	filename	spikeInPool	composite	localfile	replicate	geoSampleAccession	labVersion	labExpId	md5sum	dateSubmitted	lab	dataVersion	url	readType	organism	seqPlatform	bioRep	localization	project	tableName	type	subId	grant	rnaExtract
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7Rep5.gtf.gz	wgEncodeEH000167	4.4M	NHEK	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7Rep5.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7Rep5.gtf.gz	5	GSM765401	iIDR	LID8694	8dd1b15fbc3d9a85ca10e1de207ace9b	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7Rep5.gtf.gz	2x76D	human;	Illumina_GA2x	035WC	cell	wgEncode	wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7Rep5	gtf	4574	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPamTranscriptGencV7.gtf.gz	wgEncodeEH000179	4.8M	AG04450	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqAg04450CellPamTranscriptGencV7.gtf.gz	1,2	GSM765396	iIDR	LID9001,LID9002	fab19638c2c43fd5995f23fbfce8e076	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	017WC,018WC	cell	wgEncode	wgEncodeCshlLongRnaSeqAg04450CellPamTranscriptGencV7	gtf	4558	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPapTranscriptGencV7.gtf.gz	wgEncodeEH000145	5.0M	BJ	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqBjCellPapTranscriptGencV7.gtf.gz	1,2	GSM758562	iIDR	LID8969,LID8970	1e5405d9b0fb8d28683f91d6067e387d	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	037WC,038WC	cell	wgEncode	wgEncodeCshlLongRnaSeqBjCellPapTranscriptGencV7	gtf	4576	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPamTranscriptGencV7.gtf.gz	wgEncodeEH000162	4.8M	K562	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqK562CellPamTranscriptGencV7.gtf.gz	1,2	GSM758577	iIDR	LID8659,LID8660	757aad7d58f9cbd57b8c77ce3ed92257	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	001WC,002WC	cell	wgEncode	wgEncodeCshlLongRnaSeqK562CellPamTranscriptGencV7	gtf	4588	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000188	4.8M	HUVEC	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHuvecCellPamTranscriptGencV7.gtf.gz	1,2	GSM767856	iIDR	LID8788,LID8789	7852ef9fb92f41e79dfe2a4aa7a59ef1	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	009WC,010WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHuvecCellPamTranscriptGencV7	gtf	4565	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPamTranscriptGencV7.gtf.gz	wgEncodeEH000183	4.6M	MCF-7	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqMcf7CellPamTranscriptGencV7.gtf.gz	1,2	GSM767851	iIDR	LID8824,LID8825	814c5b1f19daf517e0e6d5cf234ff8f9	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	015WC,016WC	cell	wgEncode	wgEncodeCshlLongRnaSeqMcf7CellPamTranscriptGencV7	gtf	4578	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPapTranscriptGencV7.gtf.gz	wgEncodeEH000154	5.0M	HSMM	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHsmmCellPapTranscriptGencV7.gtf.gz	1,2	GSM758578	iIDR	LID8710,LID8711	47caebb06dd080ffb941bb2461e8dde3	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	023WC,024WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHsmmCellPapTranscriptGencV7	gtf	4587	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7Rep5.gtf.gz	wgEncodeEH000164	4.0M	NHEK	2012-04-14	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7Rep5.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7Rep5.gtf.gz	5	GSM765398	iIDR	LID8830	2c38a07267bf15feae17b718651c1abe	2011-07-14	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7Rep5.gtf.gz	2x76D	human;	Illumina_GA2x	035WC	cell	wgEncode	wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7Rep5	gtf	4594	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000185	4.8M	BJ	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqBjCellPamTranscriptGencV7.gtf.gz	1,2	GSM767855	iIDR	LID9007,LID9008	a023af5f3520935f655b54cffcd6a8c6	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqBjCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	037WC,038WC	cell	wgEncode	wgEncodeCshlLongRnaSeqBjCellPamTranscriptGencV7	gtf	4581	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000177	4.5M	HSMM	2012-04-14	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHsmmCellPamTranscriptGencV7.gtf.gz	1,2	GSM765391	iIDR	LID8826,LID8827	0e24828e5307dead5b07fe41254b3899	2011-07-14	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHsmmCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	023WC,024WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHsmmCellPamTranscriptGencV7	gtf	4605	Gingeras	longNonPolyA
