filename	dccAccession	size	cell	antibody	dataType	view	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	grant	setType	control	dateUnrestricted	spikeInPool	composite	replicate	labExpId	readType	seqPlatform	bioRep	localization	project	tableName	rnaExtract	treatment	protocol	dateResubmitted	origAssembly	labProtocolId	labVersion	strand	objStatus	subId	geoSampleAccesion	#N/A
wgEncodeCshlLongRnaSeqK562CellTotalMinusRawSigRep2.bigWig	wgEncodeEH000142	217M	K562		RnaSeq	MinusSignal	GSM840136	0a2a36f2d51c9acf19c044bf836a24c6	2009-10-22	CSHL	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqK562CellTotalMinusRawSigRep2.bigWig		hub		bigWig	Gingeras			2010-07-22		wgEncodeCshlLongRnaSeq	2	crg-53		Illumina_GA2	gen0132WC	cell	wgEncode	wgEncodeCshlLongRnaSeqK562CellTotalMinusRawSigRep2	total			2010-06-17								
wgEncodeUwTfbsCaco2InputStdAln_1Reps.norm5.rawsignal.bw	wgEncodeEH000454	1.8G	Caco-2	Input	ChipSeq	Signal	GSM749691	e80e99c82b3f0c965fc968f57817b700	2010-02-18	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwTfbsCaco2InputStdAln_1Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000454	bigWig	Stam	input	std															2010-06-10								
spp.optimal.wgEncodeHaibTfbsK562NrsfV0416102AlnRep0_VS_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	wgEncodeEH001638	1.1M	K562	NRSF	ChipSeq	Peaks	GSM803440	1ce28cc14132599949c8bb2eb5b0f699	2011-01-11	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsK562NrsfV0416102AlnRep0_VS_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	SPP	hub	SL2455	bigBed	Myers	exp						SL3821								None	v041610.2									
wgEncodeOpenChromChipGm12892CtcfAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000562	1.2G	GM12892	CTCF	ChipSeq	Signal	GSM822299	a72bbc41c8642929dba2e579f5bc2d14	2009-10-02	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromChipGm12892CtcfAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	generic_female	bigWig	Crawford	exp																2010-06-16								
spp.optimal.wgEncodeSydhTfbsK562bGata1UcdAlnRep0_VS_wgEncodeSydhTfbsK562bInputUcdAlnRep1.bb	wgEncodeEH000638	410K	K562b	GATA-1	ChipSeq	Peaks	GSM935540	780fa7100aed2ed60aa5bef514551ada	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeSydhTfbsK562bGata1UcdAlnRep0_VS_wgEncodeSydhTfbsK562bInputUcdAlnRep1.bb	SPP	hub	wgEncodeEH000672	bigBed	Snyder	exp	UCDavis													None										
wgEncodeCshlShortRnaSeqBjCellShorttotalTapMinusRawRep2.bigWig	wgEncodeEH001079	3.9M	BJ		RnaSeq	MinusSignal	GSM897077	9404df46696fe113bab5fe0949a92732	2011-01-18	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqBjCellShorttotalTapMinusRawRep2.bigWig		hub		bigWig	Gingeras			2011-10-18		wgEncodeCshlShortRnaSeq	2	LID20910	1x36	Illumina_GA2x	038WC	cell	wgEncode	wgEncodeCshlShortRnaSeqBjCellShorttotalTapMinusRawRep2	shortTotal		TAP-Only									
wgEncodeUwTfbsHeeInputStdAln_1Reps.norm5.rawsignal.bw	wgEncodeEH000952	1.8G	HEEpiC	Input	ChipSeq	Signal	GSM749698	e73d45e0d3c4c3ba6e7105a2386c34d8	2010-10-23	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwTfbsHeeInputStdAln_1Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000952	bigWig	Stam	input	std																							
wgEncodeOpenChromFaireHepg2Aln_3Reps.norm5.rawsignal.bw	wgEncodeEH000546	860M	HepG2		FaireSeq	Signal	GSM864354	d863e1c5d246b62ec69366139218b68a	2009-04-17	UNC	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromFaireHepg2Aln_3Reps.norm5.rawsignal.bw	Wiggler	bigwig	HepG2/Input	bigWig	Crawford																	2010-06-16								
wgEncodeBroadHistoneHelas3H3k4me2StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001016	728M	HeLa-S3	H3K4me2	ChipSeq	Signal	GSM733734	d82d404f78c232f51995670eb938f853	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeBroadHistoneHelas3H3k4me2StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH001013	bigWig	Bernstein	exp	std															2010-11-05								
peakSeq.optimal.wgEncodeSydhTfbsK562Brg1IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	wgEncodeEH000724	314K	K562	Brg1	ChipSeq	Peaks	GSM935633	bbe07e3d11652e8b284d573c09edad25	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Brg1IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000726	bigBed	Snyder	exp	IgG-mus													None										
wgEncodeUwHistoneHrpeH3k4me3StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000961	493M	HRPEpiC	H3K4me3	ChipSeq	Signal	GSM945271	2ad7ffc4514af5fa14b0f416a5e7f247	2010-10-23	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwHistoneHrpeH3k4me3StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000962	bigWig	Stam	exp	std																							
spp.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001496	970K	GM12878	SP1	ChipSeq	Peaks	GSM803363	d72fbf35a9d9435e40e2231ef0b7bea8	2009-12-17	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	SPP	hub	SL517	bigBed	Myers	exp						SL746								None	PCR1x	2010-06-07								
wgEncodeHaibTfbsHepg2SrfV0416101Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001611	1.6G	HepG2	SRF	ChipSeq	Signal	GSM803502	e022953e693dc2027c5116b7b8aad478	2010-12-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsHepg2SrfV0416101Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL1781	bigWig	Myers	exp						SL3156								None	v041610.1									
wgEncodeSydhTfbsTrexhek293Znf263UcdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001781	780M	T-REx-HEK293	ZNF263	ChipSeq	Signal	GSM935577	924b633f0353595dc903454a52d3fe31	2011-01-24	UCD	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsTrexhek293Znf263UcdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH001784	bigWig	Snyder	exp	UCDavis													None										
wgEncodeOpenChromDnaseProgfibAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000576	1.3G	ProgFib		DnaseSeq	Signal	GSM816661	d9338c8f7b33ec75d9c87c5b26507c01	2009-12-17	Duke	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromDnaseProgfibAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	ProgFib/Input	bigWig	Crawford															None		2010-06-19								
wgEncodeHaibTfbsGm12891ControlPcr1xAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001519	1.5G	GM12891	Control	ChipSeq	Signal	GSM803481	cf109e4fff8351ce189d53322a68704e	2011-01-19	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsGm12891ControlPcr1xAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL817	bigWig	Myers	input						SL817								None	PCR1x	2010-06-07								
spp.optimal.wgEncodeSydhTfbsK562NfybStdAlnRep0_VS_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH002024	738K	K562	NF-YB	ChipSeq	Peaks	GSM935429	930b6e82a5d4bd0543a9e178d74431d4	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeSydhTfbsK562NfybStdAlnRep0_VS_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	SPP	hub	wgEncodeEH000615	bigBed	Snyder	exp	std													None										
spp.optimal.wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0_VS_wgEncodeSydhTfbsMcf10aesInputUcdAln.bb	wgEncodeEH001768	1.3M	MCF10A-Er-Src	Pol2	ChipSeq	Peaks	GSM935456	2c39eef323f42abfb1d14240f577cefb	2010-10-20	Harvard(Weissman)	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0_VS_wgEncodeSydhTfbsMcf10aesInputUcdAln.bb	SPP	hub	wgEncodeEH001782	bigBed	Snyder	exp	UCDavis													TAM_1uM_36hr										
wgEncodeCshlShortRnaSeqHuvecNucleusShorttotalTapMinusRawRep4.bigWig	wgEncodeEH001080	12M	HUVEC		RnaSeq	MinusSignal	GSM897075	6f39e198619849b089e6b55c0148216d	2011-01-18	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqHuvecNucleusShorttotalTapMinusRawRep4.bigWig		hub		bigWig	Gingeras			2011-10-18		wgEncodeCshlShortRnaSeq	4	LID21058	1x36	Illumina_GA2x	030N	nucleus	wgEncode	wgEncodeCshlShortRnaSeqHuvecNucleusShorttotalTapMinusRawRep4	shortTotal		TAP-Only									
wgEncodeUwDnaseHaspAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001183	1.3G	HA-sp		DnaseSeq	Signal	GSM736537,GSM736625	1c8346650ff5e27d15edcec8c40c4d42	2011-01-06	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwDnaseHaspAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig		bigWig	Stam															None										
spp.optimal.wgEncodeHaibTfbsHepg2Bhlhe40V0416101AlnRep0_VS_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001515	578K	HepG2	BHLHE40	ChipSeq	Peaks	GSM803483	d5af26aa8631aaf6a5cec4267361b99a	2010-06-07	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsHepg2Bhlhe40V0416101AlnRep0_VS_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	SPP	hub	SL593	bigBed	Myers	exp						SL1059								None	v041610.1	2010-06-07								
peakSeq.optimal.wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001533	442K	H1-hESC	SRF	ChipSeq	Peaks	GSM803425	d437da939e32b39ca65a09dacbea513d	2010-04-27	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed	Myers	exp						SL1483								None	PCR1x									
peakSeq.optimal.wgEncodeSydhTfbsNt2d1Yy1UcdAlnRep0_vs_wgEncodeSydhTfbsNt2d1InputUcdAlnRep1.bb	wgEncodeEH000653	554K	NT2-D1	YY1	ChipSeq	Peaks	GSM935424	3fb7d11c3e20f26aae7e905bc8d9461a	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsNt2d1Yy1UcdAlnRep0_vs_wgEncodeSydhTfbsNt2d1InputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000654	bigBed	Snyder	exp	UCDavis													None										
wgEncodeHaibTfbsH1hescRad21V0416102Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001593	1.3G	H1-hESC	Rad21	ChipSeq	Signal	GSM803466	07a5f5cfe97fd24faaab64eacee7c499	2010-12-08	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsH1hescRad21V0416102Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL1398	bigWig	Myers	exp						SL2689								None	v041610.2									
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRawRep1.bigWig	wgEncodeEH001090	5.0M	MCF-7		RnaSeq	MinusSignal	GSM897081	8dba39a523ccab75ef08d696ca113371	2011-01-19	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRawRep1.bigWig		hub		bigWig	Gingeras			2011-10-19		wgEncodeCshlShortRnaSeq	1	LID20743	1x36	Illumina_GA2x	015WC	cell	wgEncode	wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRawRep1	shortTotal		TAP-Only						replaced - A newer experiment has been run on the HiSeq2000	3353		
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol2Pcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	wgEncodeEH001463	1.5M	GM12878	Pol2	ChipSeq	Peaks	GSM803355	f38fa0875d0d7d2a7e4148c359c499ce	2008-11-20	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol2Pcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL217	bigBed	Myers	exp						SL207								None	PCR2x	2010-06-21								
wgEncodeOpenChromChipMcf7CmycVehAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001133	1.5G	MCF-7	c-Myc	ChipSeq	Signal	GSM822301	ca597800d586a037ea84277a9cecc264	2010-10-16	UT-A	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromChipMcf7CmycVehAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000589	bigWig	Crawford	exp														vehicle										
wgEncodeOpenChromDnasePhteAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001099	1.4G	pHTE		DnaseSeq	Signal	GSM816647	9d603281e0586bd9007a257ec613d1e1	2010-10-18	Duke	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromDnasePhteAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	generic_male	bigWig	Crawford																									
wgEncodeUchicagoTfbsK562InputControljundAln_3Reps.norm5.rawsignal.bw	wgEncodeEH001205	721M	K562	Input	ChipSeq	Signal	GSM777642	10f2d2d832adec32a3151e041a0a92a6	2011-01-27	UChicago	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUchicagoTfbsK562InputControljundAln_3Reps.norm5.rawsignal.bw	Wiggler	bigwig	K562/Input/Control_eGFP-JunD	bigWig	White	input	Control_eGFP-JunD																							
peakSeq.optimal.wgEncodeHaibTfbsEcc1Pol2V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsEcc1ControlV0416102Dmso2AlnRep0.bb	wgEncodeEH001572	1.1M	ECC-1	Pol2	ChipSeq	Peaks	GSM803536	f97a460ae5d2d40f2ab00c2b1b44712c	2010-09-27	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsEcc1Pol2V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsEcc1ControlV0416102Dmso2AlnRep0.bb	PeakSeq	hub	SL1882	bigBed	Myers	exp						SL1176								DMSO_0.02pct	v041610.2									
wgEncodeHaibTfbsK562Sin3ak20V0416101Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001607	1.6G	K562	Sin3Ak-20	ChipSeq	Signal	GSM803525	be52ed0f2eec1bc72d1a0d2b9a4687df	2010-12-03	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsK562Sin3ak20V0416101Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL2455	bigWig	Myers	exp						SL3273								None	v041610.1									
wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2.bigWig	wgEncodeEH000149	1013M	H1-hESC		RnaSeq	MinusSignal	GSM758573	a8d9bffedf9ef92fccc7ae258497fe96	2010-09-29	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2.bigWig		hub		bigWig	Gingeras			2011-06-29	Nist14	wgEncodeCshlLongRnaSeq	2	LID8664	2x76D	Illumina_GA2x	006WC	cell	wgEncode	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2	longNonPolyA											
wgEncodeUwHistoneHek293H3k4me3StdAln.bb	wgEncodeEH000953	1.7M	HEK293	H3K4me3	ChipSeq	Peaks	GSM945288	f4916decd85a9b0b7cd486877b9aaeac	2010-10-23	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeUwHistoneHek293H3k4me3StdAln.bb	MACS	hub	wgEncodeEH000464	bigBed	Stam	exp	std																hg19							
k562.combined.bb		18M	K562		genomeSegmentation	Segmentation		701eb396d5bd0d8f29fe049272c889be			ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/segmentations/jan2011/hub/k562.combined.bb	ChromHMM/Segway	hub		bigBed																										
wgEncodeCshlShortRnaSeqHelas3NucleusShorttotalTapMinusRawRep1.bigWig	wgEncodeEH001088	1.4M	HeLa-S3		RnaSeq	MinusSignal	GSM897080	87fbaea5961f1983d8b01aab3b2d96ab	2011-01-19	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqHelas3NucleusShorttotalTapMinusRawRep1.bigWig		hub		bigWig	Gingeras			2011-10-19		wgEncodeCshlShortRnaSeq	1	LID21144	1x36	Illumina_GA2x	011N	nucleus	wgEncode	wgEncodeCshlShortRnaSeqHelas3NucleusShorttotalTapMinusRawRep1	shortTotal		TAP-Only									
wgEncodeOpenChromChipMcf7CtcfVehAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001132	1.2G	MCF-7	CTCF	ChipSeq	Signal	GSM822308	36937896bb33a9927f586091ab73166f	2010-10-16	UT-A	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromChipMcf7CtcfVehAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000589	bigWig	Crawford	exp														vehicle										
wgEncodeSydhTfbsK562CjunIfng30StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000673	1.4G	K562	c-Jun	ChipSeq	Signal	GSM935602	2530316d1e78939729053ac083c293eb	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsK562CjunIfng30StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000657	bigWig	Snyder	exp	std													IFNg30										
wgEncodeUwHistoneAg10803H3k4me3StdAln.bb	wgEncodeEH000935	2.5M	AG10803	H3K4me3	ChipSeq	Peaks	GSM945172	58af7ce8937a1e74b5cbedcdbc3d3121	2010-10-23	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeUwHistoneAg10803H3k4me3StdAln.bb	MACS	hub	wgEncodeEH000936	bigBed	Stam	exp	std																hg19							
wgEncodeBroadHistoneGm12878H2azStdAln.bb	wgEncodeEH001033	2.9M	GM12878	H2A.Z	ChipSeq	Peaks	GSM733767	bd81590815506a7d4c01dfe36a87ef97	2010-11-16	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeBroadHistoneGm12878H2azStdAln.bb	MACS	hub	wgEncodeEH000037	bigBed	Bernstein	exp	std																hg19							
wgEncodeSydhTfbsHepg2bTr4UcdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000675	1.4G	HepG2b	TR4	ChipSeq	Signal	GSM935596	b661357171263aebfb1fb11fc6d35fe8	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsHepg2bTr4UcdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000674	bigWig	Snyder	exp	UCDavis													None										
spp.optimal.wgEncodeSydhTfbsH1hescUsf2IggrabAlnRep0_VS_wgEncodeSydhTfbsH1hescInputIggrabAln.bb	wgEncodeEH001837	682K	H1-hESC	USF2	ChipSeq	Peaks	GSM935380	5a5957c34df812adb0f37bb911cd8b7d	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeSydhTfbsH1hescUsf2IggrabAlnRep0_VS_wgEncodeSydhTfbsH1hescInputIggrabAln.bb	SPP	hub	wgEncodeEH001834	bigBed	Snyder	exp	IgG-rab													None										
wgEncodeSydhHistoneNt2d1H3k4me1UcdAln.bb	wgEncodeEH000917	2.4M	NT2-D1	H3K4me1	ChIP-seq	Peaks	GSM788083	19abe58c2d1605cb3014a405f5ce622b	2010-06-22	UCD	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeSydhHistoneNt2d1H3k4me1UcdAln.bb	MACS	hub	wgEncodeEH000654	bigBed	Snyder	exp	UCDavis											wgEncodeSydhHistoneNt2d1H3k4me1UcdPk		None										
wgEncodeUwHistoneHl60H3k4me3StdAln.bb	wgEncodeEH000418	1.6M	HL-60	H3K4me3	ChipSeq	Peaks	GSM945222	bf437bf37c22950ee8614f340c0308f5	2009-10-12	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeUwHistoneHl60H3k4me3StdAln.bb	MACS	hub	wgEncodeEH000465	bigBed	Stam	exp	std															2010-06-15	hg18							
wgEncodeUwHistoneGm12878H3k27me3StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000428	846M	GM12878	H3K27me3	ChipSeq	Signal	GSM945196	5878dd528f945f8a6dc4ace3630926f2	2009-10-19	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwHistoneGm12878H3k27me3StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000463	bigWig	Stam	exp	std															2010-06-14								
