gene_id_short	gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	label	lncRnaName	LncRNA_tx_size
ENSG00000231028	ENSG00000231028.3	0	0.000143	0.001344	0.001893	0.000998	0.000767	0.000808	0.00312	0.000441	0	0	0.002061	0	0.008565	0.000627	0.000566	0	0.002089	0.00066	0.000554	0.00159	0.000112	0.003245	0.002442	0.00139	0	0.000277	0	0.004969	0.002709	0.006794	0.000745	4.00720567585753	0.048909	4.06568657157258e-06	0.00152840625	0	0.008565	K562.longPolyA	none	1.26067118045334	0.198052199990399	none	low	low	low	low	low	low	low	low	none	none	low	none	mid	low	low	none	low	low	low	low	low	low	low	low	none	low	none	low	low	low	low	yes	unknown	derrienLncRNA	1	LINC00271	771
ENSG00000231133	ENSG00000231133.1	0	0	0	0.002005	0.001902	0	0	0.026102	0.00039	0.008577	0	0.026219	0	0	0.00303	0.001823	0	0.00727	0.003962	0	0	0.000288	0.005034	0	0.00592	0	0	0.000875	0.003844	0.007224	0.011608	0.001771	3.41707454414708	0.117844	4.39762928225806e-05	0.003682625	0	0.026219	MCF.7.longPolyA	none	1.0044824151406	0.237341177438109	none	none	none	low	low	none	none	mid	low	low	none	mid	none	none	low	low	none	low	low	none	none	low	low	none	low	none	none	low	low	low	mid	low	yes	unknown	derrienLncRNA	1	HAR1B	551
ENSG00000231265	ENSG00000231265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004728	6.98562e-07	0.00014775	0	0.004728	HEPG2.longPolyA	HEPG2.longPolyA	Inf	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	1	LINC00651	462
ENSG00000231459	ENSG00000231459.1	0	0	0	0	0	0	0.006538	0	0	0.000811	0	5.4e-05	0	0.011066	0	0.000345	0.000466	0.001146	0.000744	0	0.000141	0	0.000147	0.014931	0.000159	0	0.005103	0.000442	0.001917	0	0.002095	0.000827	2.85125906665412	0.046932	1.15231991451613e-05	0.001466625	0	0.014931	H1.HESC.longNonPolyA	none	1.34926802819447	0.311137855231545	none	none	none	none	none	none	mid	none	none	low	none	low	none	mid	none	low	low	low	low	none	low	none	low	mid	low	none	low	low	low	none	low	low	yes	unknown	derrienLncRNA	1	LINC00032	2913
ENSG00000231607	ENSG00000231607.2	0.001803	0.003732	0.000169	0.083396	0.000641	0.010952	0.037319	0.031554	0.00372	0.080019	0.064735	0.089016	0.001465	0.143955	0.039015	0.062505	0.00518	0.011724	0.016837	0.045408	0.005998	0.003825	0.023302	0.009793	0.082239	0.000311	0.028932	0.017038	0.014637	0.090181	0.080749	0.0903	4.25178593362883	1.18045	0.00144296466186694	0.0368890625	0.000169	0.143955	K562.longPolyA	none	1.59418604651163	0.150425642106543	low	mid	low	mid	low	mid	mid	mid	mid	mid	mid	mid	low	mid	mid	mid	low	mid	mid	mid	mid	mid	mid	low	mid	low	mid	mid	mid	mid	mid	mid	yes	unknown	derrienLncRNA	1	DLEU2	1100.55555555556
ENSG00000231764	ENSG00000231764.2	0	0	0	0	0	0	4.3e-05	0.000164	0	0.000633	0	5e-05	0	0	0	0	0.000813	0.044218	0.001216	0.096085	0.001649	0	0.025095	0.000607	0.000133	0	0.000317	0	0.049473	0	0	5e-05	2.0348243413589	0.220546	0.000411311566899194	0.0068920625	0	0.096085	HEPG2.longPolyA	none	1.94217047682574	0.39636760972311	none	none	none	none	none	none	low	low	none	low	none	low	none	none	none	none	low	mid	low	mid	low	none	mid	low	low	none	low	none	mid	none	none	low	yes	unknown	derrienLncRNA	1	DLX6-AS1	1722.85714285714
ENSG00000232307	ENSG00000232307.1	0	0	0	0	0	0	0	0	0	0.001904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284	0	0.556886418003866	0.002188	1.14718306451613e-07	6.8375e-05	0	0.001904	NHEK.longPolyA	NHEK.longPolyA	6.70422535211268	0.738942144349328	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	yes	unknown	derrienLncRNA	1	DAOA-AS1	2482
ENSG00000232416	ENSG00000232416.2	4.1e-05	0	0	0	0	0	4.5e-05	0	0	0	0	0	0	0	0	0	0	0.000327	0	0	0	1e-05	0	0.00024	0	0	0.000184	0	4.4e-05	0	0.000436	0	2.40362574196082	0.001327	1.09417409274194e-08	4.146875e-05	0	0.000436	HELA.S3.longPolyA	none	1.33333333333333	0.318869187787725	low	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	none	low	none	none	low	none	low	none	low	none	yes	unknown	derrienLncRNA	1	BPESC1	3518
ENSG00000232991	ENSG00000232991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	none	0	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	no	unknown	derrienLncRNA	1	AC096655.1	558.5
ENSG00000233429	ENSG00000233429.4	0.000228	0.00087	0.002584	0.044875	0.001188	0.011317	0.000901	0.106272	0.003766	0.901635	0.329961	0.039462	0.003042	0.011464	0.195755	0.155325	0.02189	0.005797	0.777901	0.015699	0	0.001122	0.000335	0	0.066895	0.000197	0.000732	0.002281	0.009147	0.101907	0.085499	0.074746	3.0360266171837	2.972793	0.0437738202145635	0.09289978125	0	0.901635	NHEK.longPolyA	none	1.15906137156271	0.300038047729822	low	low	low	mid	low	mid	low	mid	mid	high	high	mid	low	mid	mid	mid	mid	low	high	mid	none	low	low	none	mid	low	low	low	mid	mid	mid	mid	yes	unknown	derrienLncRNA	1	HOTAIRM1	616.4
ENSG00000233718	ENSG00000233718.1	0	0	0	0	0	0	0	0	0	0	0	0.000396	0	0	0	0	0	0	0	0	0	0	0	0.005187	0	0	0.022051	0	0	0	0	0	0.800604818238222	0.027634	1.57885387056452e-05	0.0008635625	0	0.022051	H1.HESC.longPolyA	H1.HESC.longPolyA	4.25120493541546	0.669512122550606	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	low	none	none	mid	none	none	none	none	none	yes	unknown	derrienLncRNA	1	MYCNOS	699.8
ENSG00000234235	ENSG00000234235.1	0.002485	0.00024	0	0.015015	0	0.001855	0	0.022978	0	0.0049	0.011917	0.007681	0	0.001492	0.002122	0.000781	0.000662	0.010409	0.001664	0.040395	0	0	0.000664	0	0.00085	0	0.006948	0	0.005009	0.014246	0	0	3.42342639887534	0.152313	7.39124096602823e-05	0.00475978125	0	0.040395	HEPG2.longPolyA	none	1.7579858995561	0.27103026723025	mid	low	none	low	none	low	none	low	none	low	low	mid	none	low	low	low	low	mid	low	mid	none	none	low	none	low	none	low	none	low	low	none	none	yes	unknown	derrienLncRNA	1	BOK-AS1	643
ENSG00000234690	ENSG00000234690.2	0.001888	0.000178	0	0.004048	0.00118	0.013668	0.001133	0.007771	0.000539	0	0.087829	0.006816	0	0.00454	0.003277	0	0	0.060406	0	0.125881	0.024731	0.011628	0.174384	0.036202	0.032228	0	0.037739	0.001631	0.039124	0.004007	0.000931	0.000931	3.35425133650536	0.68269	0.00159591817160887	0.0213340625	0	0.174384	SK.N.SH_RA.longPolyA	none	1.38530834677195	0.263442409572701	low	low	none	low	low	mid	low	low	low	none	mid	mid	none	low	low	none	none	mid	none	mid	high	mid	high	mid	mid	none	mid	low	mid	low	low	low	yes	unknown	derrienLncRNA	1	AC073283.4	902.4
ENSG00000234741	ENSG00000234741.2	0.075534	0.06842	0.112083	0.712459	0.210792	0.127715	0.758835	1.220717	0.104692	1.51197	1.029137	0.81782	0.114575	2.414096	0.746832	0.905177	0.378443	1.22787	0.898467	0.663252	0.069456	0.162035	0.863371	1.166993	1.746737	0.05259	1.120716	0.427373	0.683509	0.968803	1.746246	0.700062	4.54248496382564	23.806777	0.343971665271338	0.74396178125	0.05259	2.414096	K562.longPolyA	none	1.38206037886642	0.130600764677734	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	GAS5	713.448275862069
ENSG00000234883	ENSG00000234883.1	0	0.000513	0	0.015842	0	0.010155	0.000167	0.021674	0.00948	0.008369	0.053949	0	0	0	0.172713	0.00251	0.001404	0.000139	0.007528	0	0	0	0.000133	0.000992	0	0.001486	0.002668	0.641506	0.000189	0.09404	0.000327	11.555399	0.572877391121452	12.601183	4.1619108911839	0.39378696875	0	11.555399	GM12878.longPolyA	GM12878.longPolyA	18.0129242750652	0.793138415272729	none	low	none	mid	none	mid	low	low	mid	low	mid	none	none	none	mid	low	low	low	low	none	none	none	low	low	none	low	low	high	low	mid	low	high	yes	unknown	derrienLncRNA	1	MIR155HG	1600
ENSG00000235123	ENSG00000235123.1	0	0	0	0	1.208464	0	0	0	0	0	0	7.312997	0.000148	0	0.000241	0	0	0	0	0	0	0	0	0	0.000201	0	0	0	0.001002	0	0.001071	0	0.593463892184704	8.524124	1.69902148616953	0.266378875	0	7.312997	MCF.7.longPolyA	MCF.7.longPolyA	6.05148105363503	0.726204630849556	none	none	none	none	high	none	none	none	none	none	none	high	low	none	low	none	none	none	none	none	none	none	none	none	low	none	none	none	low	none	low	none	yes	unknown	derrienLncRNA	1	DSCAM-AS1	1315
ENSG00000235590	ENSG00000235590.2	0.000412	0.000629	0	0.017389	0.008601	0	0.000223	0.018187	0.001263	0.008549	0.001281	0.021777	0	0.001201	0.011136	0.007258	0.001854	0.002329	0.005851	0	0.001605	0.000203	0.017855	0.03675	0	0.000134	0.084356	0.002354	0.000855	0.008816	0	0.012416	3.49390502806754	0.273284	0.00026360413766129	0.008540125	0	0.084356	H1.HESC.longPolyA	none	2.29540136054422	0.304072365152739	low	low	none	mid	mid	none	low	low	low	low	low	mid	none	low	low	low	low	low	low	none	low	low	mid	mid	none	low	mid	low	low	low	none	mid	yes	unknown	derrienLncRNA	1	GNAS-AS1	1119.5
ENSG00000235947	ENSG00000235947.1	0	0	0	0.000908	0	0.020103	0.000179	0	0.000441	0.001614	0.013386	0.000625	0	0	0	0.000343	0.03977	0.000653	0.009393	0.002003	0.000851	0.00306	0.003208	0	0.004207	0	0	0.110407	0	0.000274	0	0.079755	2.51581445457015	0.29118	0.000587127815467742	0.009099375	0	0.110407	GM12878.longNonPolyA	none	1.38432700144192	0.355853917583778	none	none	none	low	none	mid	low	none	low	low	low	low	none	none	none	low	mid	low	low	low	low	mid	low	none	low	none	none	high	none	low	none	mid	yes	unknown	derrienLncRNA	1	EGOT	1464
ENSG00000236790	ENSG00000236790.1	0	0	0	0.000985	0	0	0.000152	0.00343	0	0	0	0.000284	0	0.000136	0	0	0	0	0	0.00124	0	0	0.000243	0.007785	0	0	0.000473	0.020601	0	0	0	0.025262	2.04597553956669	0.060591	3.30040859344758e-05	0.00189346875	0	0.025262	GM12878.longPolyA	none	1.22625115285666	0.382990546270769	none	none	none	low	none	none	low	low	none	none	none	low	none	low	none	none	none	none	none	low	none	none	low	low	none	none	low	mid	none	none	none	mid	yes	unknown	derrienLncRNA	1	LINC00299	1307.5
ENSG00000236824	ENSG00000236824.1	0.002848	0.001747	0.001165	0.03289	0.00096	0.003897	0.005087	0.275874	0.028086	0.026748	0.003707	0.003485	0.041721	0.025023	0.251165	0.033391	0.00283	0.002355	0.027917	0.002412	0.00068	0.0037	0.002821	0.001178	0.080777	0.001375	0.00138	0.001143	0.00236	0.045318	0.013452	0.000309	3.18991859054318	0.927801	0.00413002047417641	0.02899378125	0.000309	0.275874	BJ.longPolyA	none	1.09837756056775	0.295556342005889	mid	low	low	mid	low	low	mid	mid	high	low	low	low	high	mid	high	mid	low	low	mid	low	low	mid	low	low	mid	low	low	low	low	mid	mid	low	yes	unknown	derrienLncRNA	1	BCYRN1	13458
ENSG00000236830	ENSG00000236830.1	0.000291	0.00234	0.000835	0.015175	0.062202	0.001849	0.001641	0.055097	0.003869	0.022703	0.011827	0.138536	0	0.002204	0.032121	0.011941	0.008495	0.006901	0.016102	0.004173	0.005694	0.00059	0.046655	0.006962	0.007899	0.005995	0.008417	0.000232	0.005427	0.069147	0.015564	0.001485	3.79589040218658	0.572369	0.000833234352128024	0.01788653125	0	0.138536	MCF.7.longPolyA	none	2.00349979030182	0.252931938860114	low	mid	low	mid	high	low	low	mid	mid	low	low	high	none	low	mid	low	low	low	mid	low	mid	low	mid	low	mid	mid	low	low	low	mid	mid	low	yes	unknown	derrienLncRNA	1	CBR3-AS1	2108.5
ENSG00000237125	ENSG00000237125.3	0	0.003737	0	0.000447	0.000275	0.001593	0.002424	0.050299	0.001259	0	0	0.000198	0	0.02921	0.009069	0	0	0	0	0	0.127135	0	1.274909	0.000395	0.000455	0	0	0	0.000378	0.002711	0	9.8e-05	0.91237611593089	1.504592	0.0507842003609032	0.0470185	0	1.274909	SK.N.SH_RA.longPolyA	SK.N.SH_RA.longPolyA	10.0279938647894	0.715601916877435	none	mid	none	low	low	low	low	mid	low	none	none	low	none	mid	low	none	none	none	none	none	high	none	high	low	low	none	none	none	low	low	none	low	yes	unknown	derrienLncRNA	1	RP11-471J12.1	1335.88888888889
ENSG00000237517	ENSG00000237517.3	4e-05	9.6e-05	0.000967	0.00142	0.001176	3.6e-05	0	0.001257	6.6e-05	0.016432	0.001783	0.004808	0.001549	0.000937	4.8e-05	0.028615	0.011844	0.002194	0.008412	0.000945	0.001253	0.00325	0.006674	0.072164	0.019973	0	0.045703	0	0.00135	0.000669	0.00371	0.00036	3.25152407026232	0.237731	0.000236874990087702	0.00742909375	0	0.072164	H1.HESC.longNonPolyA	none	1.57897731002341	0.300231542566607	low	low	low	low	low	low	none	low	low	low	low	low	low	low	low	mid	mid	low	low	low	low	mid	low	mid	mid	none	mid	none	low	low	low	low	yes	unknown	derrienLncRNA	1	DGCR5	1566.42857142857
ENSG00000237697	ENSG00000237697.1	0.004961	0.014593	0	0.198623	0.00048	0.004584	0	0.210278	0.012737	0.002645	0.021982	0.003224	0	0	0.067395	0	0.008733	0.000803	0.003045	0.009785	0.008353	0.00877	0.044958	0.020781	0.152089	0	0.012461	0.003134	0	0.169831	0	0.0025	3.20827147857371	0.986745	0.0036655249461119	0.03083578125	0	0.210278	BJ.longPolyA	none	1.05867900494907	0.229738210081757	mid	mid	none	mid	low	low	none	mid	mid	low	mid	low	none	none	mid	none	low	low	low	low	mid	mid	mid	mid	high	none	low	low	none	mid	none	low	yes	unknown	derrienLncRNA	1	LINC00312	1191
ENSG00000237941	ENSG00000237941.2	0.000266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001797	0	0.000705	0	0	0	1.23192285826627	0.002768	1.14759935483871e-07	8.65e-05	0	0.001797	H1.HESC.longPolyA	none	2.54893617021277	0.549982104964629	low	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	low	none	none	none	yes	unknown	derrienLncRNA	1	KCNQ1DN	1093
ENSG00000238057	ENSG00000238057.2	0	5.8e-05	0	0.007128	0	0	0.000436	0.001659	8.8e-05	0	0.00139	0.000128	0	0.001131	0.000699	0	0	0	0	0	0	0	0.003099	0	0	0	0.000404	0	0	0.005183	0.000285	0.001266	2.89973695789263	0.022954	2.55894873790323e-06	0.0007173125	0	0.007128	HSMM.longPolyA	none	1.37526529037237	0.30546314675035	none	low	none	low	none	none	low	low	low	none	low	low	none	low	low	none	none	none	none	none	none	none	low	none	none	none	low	none	none	low	low	low	yes	unknown	derrienLncRNA	1	ZEB2-AS1	699.333333333333
ENSG00000240498	ENSG00000240498.1	0.000834	0.001899	0	0.017139	0.010813	0.003189	0	0.015625	0.003403	0.017326	0.012375	0.049874	0	0	0.016663	0.042069	0.001096	0.006819	0.011302	0.008582	0.000865	0	0.009122	0.000389	0	0	0	0.051995	0.034838	0.032608	0.024866	0.00961	3.95587106125698	0.383301	0.000229101192394153	0.01197815625	0	0.051995	GM12878.longNonPolyA	none	1.04252716846453	0.163149618806422	low	low	none	mid	mid	low	none	low	mid	low	low	mid	none	none	mid	mid	low	low	mid	low	low	none	low	low	none	none	none	high	mid	mid	mid	mid	yes	unknown	derrienLncRNA	1	CDKN2B-AS1	1458.25
ENSG00000240990	ENSG00000240990.4	0.005539	0.007705	0.000452	0.204674	0.000996	0.022666	0	0.30526	9.2e-05	0.003073	0.56901	0.020271	0	0	0.001015	0.000588	0	0.019181	0.001866	0	0	0.000936	0.000259	0	0.008883	0	0	0	0.023481	0.001829	0.058324	0.000405	2.26520299758392	1.256505	0.0133853024295958	0.03926578125	0	0.56901	HUVEC.longPolyA	none	1.86401755880233	0.408595904634744	mid	mid	low	mid	low	mid	none	mid	low	low	high	mid	none	none	low	low	none	mid	low	none	none	low	low	none	mid	none	none	none	mid	low	mid	low	yes	unknown	derrienLncRNA	1	HOXA11-AS	1247.16666666667
ENSG00000242349	ENSG00000242349.1	0.000586	0.000282	0.002757	0.006931	0.000893	0.00326	0.000435	0.005097	0.00062	0.009936	0.014537	0.002863	0	0.0082	0.000647	0.01262	0.000644	0.005776	0.008114	0.007001	0.000529	0.001128	0.004376	0.002755	0.003859	0	0.005238	0.003834	0.004178	0.006973	0.001291	0.004145	4.39974512994546	0.129505	1.39990970635081e-05	0.00404703125	0	0.014537	HUVEC.longPolyA	none	1.15190174326466	0.141187913600513	low	low	low	low	low	low	low	low	low	low	low	low	none	low	low	low	low	low	low	low	low	low	low	low	low	none	low	low	low	low	low	low	yes	unknown	derrienLncRNA	1	NPPA-AS1	936
ENSG00000242808	ENSG00000242808.1	0	0.000318	0.001159	0.001627	0	0.00316	0.000641	0.002739	0	0	0.010859	0.006761	0	0.001206	0.001134	0.001903	0.001378	0	0.002284	0.000769	0.000677	0.000946	0.005809	0.05585	0.008292	0	0.013011	0.000251	0.003917	0.004118	0.00184	0.002173	3.26929442311391	0.132822	9.93941993185484e-05	0.0041506875	0	0.05585	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	4.2925217123972	0.385535999699595	none	low	low	low	none	low	low	low	none	none	low	mid	none	low	low	low	low	none	low	low	low	low	low	mid	mid	none	mid	low	low	low	low	low	yes	unknown	derrienLncRNA	1	SOX2-OT	964.411764705882
ENSG00000243197	ENSG00000243197.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119	0	0	0	0	0	0	0	0	0	0	0	0	0.000119	4.4253125e-10	3.71875e-06	0	0.000119	SK.N.SH_RA.longNonPolyA	SK.N.SH_RA.longNonPolyA	Inf	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	1	LSAMP-AS3	955.5
ENSG00000243766	ENSG00000243766.1	0.00089	0.001949	0	0.001796	0	0	0	0.022241	0	0	0	0.00164	0	0	0	0	0	0.002768	0	0.000702	0	0.002283	0	0	0.003636	0	0	0	0.008554	0	0.003217	0	2.63392695934795	0.049676	1.73599817903226e-05	0.001552375	0	0.022241	BJ.longPolyA	none	2.60007014262333	0.404947758046456	low	low	none	low	none	none	none	low	none	none	none	low	none	none	none	none	none	low	none	low	none	mid	none	none	low	none	none	none	mid	none	low	none	yes	unknown	derrienLncRNA	1	HOTTIP	1533
ENSG00000245532	ENSG00000245532.2	0.075295	0.870372	0.139981	0.875087	0.377166	5.512778	0.607168	3.457732	0.647716	3.97395	1.684215	3.286275	0.132818	2.251513	1.498474	0.959213	3.079562	1.660614	3.969167	0.560003	2.336583	0.380426	3.487432	0.209148	3.396783	0.227038	0.055526	0.424027	1.275412	2.091581	6.621553	1.957399	4.4066276966503	58.082007	2.85980420750253	1.81506271875	0.055526	6.621553	HELA.S3.longPolyA	none	1.20112817893265	0.142872866497778	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	mid	high	high	high	high	high	yes	unknown	derrienLncRNA	1	NEAT1	12244
ENSG00000245573	ENSG00000245573.3	0.002044	0.000382	0.000229	0.018443	0	0.002453	0.002228	0.019164	0.002792	0.02962	0.025411	0.005608	0	0.00866	0.017933	0.016133	0.004755	0.000822	0.019424	0.001928	0.001629	0.001193	0.021724	0.007656	0.007061	0	0.00645	0.003324	0.001667	0.065596	0.003081	0.011375	4.01250278752086	0.308785	0.000175749184450605	0.00964953125	0	0.065596	NHLF.longPolyA	none	2.21458474004051	0.229192312397954	low	low	low	mid	none	low	low	low	mid	low	mid	low	none	mid	mid	low	low	low	mid	low	low	low	mid	low	low	none	low	low	low	mid	low	mid	yes	unknown	derrienLncRNA	1	BDNF-AS	1296.11111111111
ENSG00000245694	ENSG00000245694.2	0.000454	0.001394	0.00028	0.282244	0.000303	0.000236	0.005932	0.193416	0	0.132696	0.019977	0.254916	0	0.293172	0.003161	0.06269	0.000937	0.001772	0.160946	0	0.000873	0.001201	0.092132	0.000499	0.268933	0	0.008256	0.00128	0.000677	0.019743	0.241212	0.102353	3.50602339221343	2.151685	0.0103597238276845	0.06724015625	0	0.293172	K562.longPolyA	none	1.03871827213333	0.163700344124053	low	low	low	mid	low	low	mid	mid	none	mid	low	high	none	high	low	mid	low	low	mid	none	low	low	mid	low	high	none	low	low	low	low	high	mid	yes	unknown	derrienLncRNA	1	CRNDE	635.5
ENSG00000245910	ENSG00000245910.2	0.005642	0.007846	0.005405	0.616017	0.035654	0.019962	0.123841	2.689058	0.016706	1.109387	0.372251	1.044224	0.01461	2.888691	1.865256	0.347145	0.026116	0.252994	1.381307	0.778515	0.008372	0.0232	1.376441	0.181906	2.977585	0.003174	0.33173	0.073066	0.165124	1.979469	2.135677	1.752683	3.94839392622491	24.609054	0.908837146044706	0.7690329375	0.003174	2.977585	A549.longPolyA	none	1.0307731079579	0.149526143471821	mid	mid	mid	high	high	mid	high	high	mid	high	high	high	mid	high	high	high	mid	high	high	high	mid	high	high	high	high	mid	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	SNHG6	811
ENSG00000247556	ENSG00000247556.1	0.035963	0.023874	0.024845	0.637912	0.021802	0.080562	0.275008	0.474328	0.037306	0.653361	0.286194	0.212337	0.07725	0.831092	0.313453	0.38119	0.301458	0.170125	0.479895	0.33182	0.039419	0.044641	0.296888	0.73291	0.461249	0.012714	0.508702	0.187504	0.173109	0.622001	0.673593	0.744619	4.50085251957724	10.147124	0.0650266424959194	0.317097625	0.012714	0.831092	K562.longPolyA	none	1.1161305311844	0.110770649459151	high	high	high	high	mid	high	high	high	high	high	mid	high	high	high	high	high	high	high	high	high	high	high	high	high	high	mid	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	OIP5-AS1	2807.5
ENSG00000247828	ENSG00000247828.2	0.000919	0.011785	0.0021	0.077565	0.024095	0.031054	0.125149	0.050877	0.03361	0.055675	0.032803	0.02633	0.007854	0.327286	0.093338	0.04157	0.028801	0.096755	0.138519	0.089891	0.02358	0.017231	0.105609	0.050006	0.092802	0.00273	0.037592	0.080349	0.100599	0.078853	0.166524	0.146007	4.45531351389475	2.197858	0.00427283088844758	0.0686830625	0.000919	0.327286	K562.longPolyA	none	1.96539838101415	0.175142345925288	low	mid	low	mid	mid	mid	high	mid	high	mid	mid	mid	mid	high	mid	mid	mid	high	mid	mid	high	high	mid	mid	mid	low	mid	high	high	mid	mid	high	yes	unknown	derrienLncRNA	1	TMEM161B-AS1	645.384615384615
ENSG00000247844	ENSG00000247844.1	0.000201	0	0.002479	0.000346	0.000626	0.002709	0.000679	0	0	0.002957	0	0	0	0	0.000249	0.004948	0	7.41765	0.002846	0.885653	0	0.012881	0	0.001189	0.045367	0	0.00023	0.02835	6.266291	0	10.769134	0.009863	1.75716620277016	25.454648	6.15489187672871	0.79545775	0	10.769134	HELA.S3.longPolyA	none	1.45182557818177	0.387381777870026	low	none	low	low	low	low	low	none	none	low	none	none	none	none	low	low	none	high	low	high	none	mid	none	low	mid	none	low	mid	high	none	high	mid	yes	unknown	derrienLncRNA	1	RP11-255B23.3	2131
ENSG00000248492	ENSG00000248492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001747	0	0	0	0.000328	0.629677848379331	0.002075	9.75820070564516e-08	6.484375e-05	0	0.001747	GM12878.longNonPolyA	GM12878.longNonPolyA	5.32621951219512	0.710284755485017	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	yes	unknown	derrienLncRNA	1	ZFAT-AS1	939
ENSG00000248550	ENSG00000248550.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646	0	0	0.001032	0	0	0	0	0	0.961484868896871	0.001678	4.49790282258064e-08	5.24375e-05	0	0.001032	H1.HESC.longPolyA	none	1.59752321981424	0.524698892526519	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	1	OTX2-AS1	2425
