filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol
peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000765	242K	HeLa-S3	BRF2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935435	c6945177e7b0654fb41726c81377a39f	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH001817	434K	HeLa-S3	PRDM1_-Val90-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935555	f67ef27c8d20c4cd9cf8cb4f8108b050	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001482	1.3M	K562	PU.1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	GSM803384	aca9c504633e4048640452ebee5878c7	2009-10-26	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL518	bigBed	2010-06-07	Myers	exp		SL646	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001484	778K	GM12878	IRF4_-M-17-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803390	baba58404a108799f1f3e217808c01df	2010-12-14	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed		Myers	exp		SL838	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001610	594K	H1-hESC	TAF7_-SQ-8-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803501	a16b153374a924f206b2d41acd4ac338	2010-12-13	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf7sq8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL2697	None	v041610.2
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	wgEncodeEH000659	434K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	GSM935428	4c786a7ccc3036931e820bcac6a51f0d	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000655	bigBed		Snyder	exp	std		IFNa30	
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	wgEncodeEH000670	650K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	GSM935599	b2df5eb799890e7767800bb5e2155698	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000658	bigBed		Snyder	exp	std		IFNg6h	
peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001527	386K	H1-hESC	BCL11A	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803396	3e448de226f4e6f42f84006dcfc25278	2010-04-22	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed		Myers	exp		SL1161	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f6StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000692	338K	HeLa-S3	E2F6	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f6StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f6StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935476	06e740d6df48b55d25ef8afd1483de27	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f6StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeOpenChromChipGm12878Pol2AlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb	wgEncodeEH000592	898K	GM12878	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipGm12878Pol2AlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipGm12878Pol2AlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb	GSM822270	e0d99b540bfdf6faf8b116aade6101f7	2009-12-23	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGm12878Pol2AlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000528	bigBed	2010-06-15	Crawford	exp				
peakSeq.optimal.wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001499	930K	H1-hESC	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803366	4529f4046e3d78b1a5685736a5513b03	2010-12-22	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescPol2V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL980	None	v041610.2
peakSeq.optimal.wgEncodeSydhTfbsHelas3Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.bb	wgEncodeEH001763	242K	HeLa-S3	ZNF274	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.bb	GSM935459	1ef1df8a9f87e181610b0b6419396dd5	2010-08-17	UCD	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH001754	bigBed		Snyder	exp	UCDavis		None	
peakSeq.optimal.wgEncodeOpenChromChipHepg2Pol2AlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb	wgEncodeEH000554	1.1M	HepG2	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipHepg2Pol2AlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipHepg2Pol2AlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb	GSM822284	e2d2e7d1baf4efee0222e89caf85f49a	2009-09-29	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHepg2Pol2AlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000538	bigBed	2010-06-16	Crawford	exp				
peakSeq.optimal.wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH001820	994K	HeLa-S3	p300_-N-15-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935500	9be23bfc3281d717960c72f83143eefe	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsK562CmycStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000621	522K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935410	04bb3dc38339a4611cc2ec6787e20c2f	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsK562Xrcc4StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000650	98K	K562	XRCC4	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Xrcc4StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Xrcc4StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935425	f5f60a454953b5fb559177daec843d8f	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Xrcc4StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001470	890K	HepG2	JunD	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	GSM803500	76e36d250890deb7adb8f0122c430591	2009-07-17	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL593	bigBed	2010-06-04	Myers	exp		SL635	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsK562P300f4IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	wgEncodeEH002834	410K	K562	p300_-F-4-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562P300f4IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562P300f4IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	GSM935401	5f96937190b08de43076345a29ab8787	2010-10-27	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562P300f4IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001795	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsH1hescNrsfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001498	754K	H1-hESC	NRSF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescNrsfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescNrsfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803365	7e7608b29b69e6b8b43420b4e7a79403	2009-12-17	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescNrsfPcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed	2010-06-07	Myers	exp		SL978	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH001818	682K	HeLa-S3	RFX5_-N-494-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935560	6cb2121dc9fbfee465045824a66c3cbc	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001582	778K	K562	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	GSM803431	4acda9c4fbeafab59ed381a9e2423315	2009-12-04	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL519	bigBed	2010-06-21	Myers	exp		SL514	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsH1hescRfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	wgEncodeEH001835	394K	H1-hESC	RFX5_-N-494-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescRfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescRfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	GSM935382	a32b6d6372ca9e6a6b4a9a86c1261336	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescRfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001834	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001500	794K	H1-hESC	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803450	833aec74c246add0bd4224566261b584	2009-12-17	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescTaf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed	2010-06-07	Myers	exp		SL853	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	wgEncodeEH001846	610K	GM12878	Nrf1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	GSM935309	3772e2d061aceb021a302c9d2ea77b6c	2011-01-19	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000706	bigBed		Snyder	exp	IgG-mus		None	
peakSeq.optimal.wgEncodeSydhTfbsGm12878Tr4StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000697	394K	GM12878	TR4	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Tr4StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Tr4StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935480	32acfa061b7c2c7172015e3e21726c9c	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Tr4StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000625	bigBed		Snyder	exp	std		None	
