filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol	lncRegion	crossFile	crossFileLoc
peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	wgEncodeEH000536	914K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	GSM822310	f391eff5e842e8ac968c4091684a4b94	2009-03-20	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000529	bigBed	2010-06-17	Crawford	exp					promoter_distal	wgEncodeEH000536_K562_c-Myc_UT-A-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000536_K562_c-Myc_UT-A-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	wgEncodeEH000536	914K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	GSM822310	f391eff5e842e8ac968c4091684a4b94	2009-03-20	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000529	bigBed	2010-06-17	Crawford	exp					promoter_proximal	wgEncodeEH000536_K562_c-Myc_UT-A-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000536_K562_c-Myc_UT-A-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001561	1.2M	HepG2	SP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	GSM803507	40ddf113dc3381b63fd402d2a0361a8e	2010-09-13	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1400	bigBed		Myers	exp		SL1056	None	PCR1x	body	wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_body.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001561	1.2M	HepG2	SP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	GSM803507	40ddf113dc3381b63fd402d2a0361a8e	2010-09-13	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1400	bigBed		Myers	exp		SL1056	None	PCR1x	promoter_distal	wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001561	1.2M	HepG2	SP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	GSM803507	40ddf113dc3381b63fd402d2a0361a8e	2010-09-13	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1400	bigBed		Myers	exp		SL1056	None	PCR1x	promoter_proximal	wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001561_HepG2_SP1_HudsonAlpha-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	wgEncodeEH000535	2.5M	K562	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	GSM822311	ea46c00ff257c33a661e8132531f01f4	2009-03-20	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000529	bigBed	2011-01-12	Crawford	exp					body	wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_body.bed
peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	wgEncodeEH000535	2.5M	K562	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	GSM822311	ea46c00ff257c33a661e8132531f01f4	2009-03-20	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000529	bigBed	2011-01-12	Crawford	exp					promoter_distal	wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	wgEncodeEH000535	2.5M	K562	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	GSM822311	ea46c00ff257c33a661e8132531f01f4	2009-03-20	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb	PeakSeq	hub	wgEncodeEH000529	bigBed	2011-01-12	Crawford	exp					promoter_proximal	wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000535_K562_CTCF_UT-A-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	wgEncodeEH000669	522K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	GSM935466	82004ab9d5fc7aaf6e90a50d18780a82	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000656	bigBed		Snyder	exp	std		IFNa6h		body	wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	wgEncodeEH000669	522K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	GSM935466	82004ab9d5fc7aaf6e90a50d18780a82	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000656	bigBed		Snyder	exp	std		IFNa6h		promoter_distal	wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	wgEncodeEH000669	522K	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	GSM935466	82004ab9d5fc7aaf6e90a50d18780a82	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000656	bigBed		Snyder	exp	std		IFNa6h		promoter_proximal	wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000669_K562_c-Myc_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	wgEncodeEH001867	1.1M	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	GSM935548	7f26f7b316a1e89ce26813c60e9f7860	2010-08-17	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000657	bigBed		Snyder	exp	std		IFNg30		body	wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	wgEncodeEH001867	1.1M	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	GSM935548	7f26f7b316a1e89ce26813c60e9f7860	2010-08-17	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000657	bigBed		Snyder	exp	std		IFNg30		promoter_distal	wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	wgEncodeEH001867	1.1M	K562	c-Myc	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	GSM935548	7f26f7b316a1e89ce26813c60e9f7860	2010-08-17	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000657	bigBed		Snyder	exp	std		IFNg30		promoter_proximal	wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001867_K562_c-Myc_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	wgEncodeEH001865	314K	K562	IRF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	GSM935546	52e56546d31762dbb32f0a7e85e3619b	2010-04-29	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000655	bigBed		Snyder	exp	std		IFNa30		body	wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	wgEncodeEH001865	314K	K562	IRF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	GSM935546	52e56546d31762dbb32f0a7e85e3619b	2010-04-29	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000655	bigBed		Snyder	exp	std		IFNa30		promoter_distal	wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	wgEncodeEH001865	314K	K562	IRF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	GSM935546	52e56546d31762dbb32f0a7e85e3619b	2010-04-29	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000655	bigBed		Snyder	exp	std		IFNa30		promoter_proximal	wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001865_K562_IRF1_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001650	1.6M	HepG2	FOXA2_-SC-6554-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803403	efc33191ed562c753d78226339f22604	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed		Myers	exp		SL2196	None	v041610.1	body	wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_body.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001650	1.6M	HepG2	FOXA2_-SC-6554-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803403	efc33191ed562c753d78226339f22604	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed		Myers	exp		SL2196	None	v041610.1	promoter_distal	wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001650	1.6M	HepG2	FOXA2_-SC-6554-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803403	efc33191ed562c753d78226339f22604	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed		Myers	exp		SL2196	None	v041610.1	promoter_proximal	wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001650_HepG2_FOXA2_-SC-6554-_HudsonAlpha-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	wgEncodeEH001866	682K	K562	IRF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	GSM935549	6c412062f4e14937b4d7c8295513c5f1	2010-04-29	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000658	bigBed		Snyder	exp	std		IFNg6h		body	wgEncodeEH001866_K562_IRF1_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001866_K562_IRF1_Stanford-X-lnc_body.bed
