LncRNA_GeneId	LncRNA_Txid	Hg19_coordinates	No_Exons	LncRNA_tx_size	LncRNA_IntronS_size	category	GeneId_Cod.Pot	Genc_polyA	DiTAG5p3p,DiTAG5p,DiTAG3p
ENSG00000257057.1	ENST00000542198.1	chr11:94245747-94265289	4	552	18988	intergenic	1.40	1	0,1,0
ENSG00000255929.1	ENST00000536540.1	chr11:94278496-94473435	5	954	193982	exonic	7.21	0	0,1,1
ENSG00000255929.1	ENST00000537874.1	chr11:94279357-94473521	4	571	193591	exonic	1.97	0	0,1,1
ENSG00000233536.2	ENST00000438416.2	chr11:94371204-94373999	6	712	2079	intergenic	3.59	0	0,0,0
ENSG00000255666.1	ENST00000544019.1	chr11:94375073-94384794	7	644	9072	intergenic	2.76	0	0,0,0
ENSG00000255666.1	ENST00000541293.1	chr11:94375096-94381740	3	574	6069	intergenic	3.01	0	0,0,0
ENSG00000255666.1	ENST00000540151.1	chr11:94380610-94384797	4	483	3702	intergenic	3.01	0	0,0,0
ENSG00000255666.1	ENST00000542479.1	chr11:94380645-94384795	5	532	3615	intergenic	2.27	0	0,0,0
ENSG00000256469.1	ENST00000545958.1	chr11:94607217-94658686	2	593	50876	exonic	0.21	0	0,1,0
ENSG00000150316.7	ENST00000545018.1	chr11:94695787-94706776	7	1575	9409	intergenic	8.17	1	1,1,1
ENSG00000150316.7	ENST00000279839.6	chr11:94695793-94706776	8	1567	9410	intergenic	8.17	1	1,1,1
ENSG00000150316.7	ENST00000540722.1	chr11:94696507-94703662	3	801	6353	intergenic	3.74	1	0,0,1
ENSG00000150316.7	ENST00000545971.1	chr11:94696533-94706750	6	1112	9101	intergenic	8.17	1	1,1,1
ENSG00000150316.7	ENST00000539856.1	chr11:94703654-94706736	4	903	2177	intergenic	8.17	0	0,1,0
ENSG00000150316.7	ENST00000542907.1	chr11:94703918-94706708	4	836	1952	intergenic	1.71	0	0,1,0
ENSG00000150316.7	ENST00000542165.1	chr11:94704128-94706710	3	921	1660	intergenic	1.71	0	1,1,1
ENSG00000245552.2	ENST00000501356.1	chr11:94883703-94892312	3	1926	6682	intergenic	11.15	0	0,1,0
ENSG00000245552.2	ENST00000534864.1	chr11:94884217-94938044	3	701	53125	intronic	5.47	0	0,0,0
ENSG00000245552.2	ENST00000545216.1	chr11:94884503-94891221	2	594	6124	intergenic	0	0	0,0,1
ENSG00000245552.2	ENST00000534891.1	chr11:94884910-94966854	4	777	81165	encompassing	-17.40	0	0,1,1
ENSG00000245552.2	ENST00000536683.1	chr11:94963350-94967093	6	1485	2254	exonic	3.25	0	0,0,0
ENSG00000245552.2	ENST00000543150.1	chr11:94963560-94966907	5	1567	1777	exonic	3.25	0	0,0,0
ENSG00000245552.2	ENST00000540692.1	chr11:94964897-94966510	2	1201	412	exonic	-2.61	0	0,0,1
ENSG00000245552.2	ENST00000543573.1	chr11:94965735-94967268	2	755	778	intergenic	-13.03	0	0,1,0
ENSG00000250390.2	ENST00000511947.2	chr11:95215570-95230717	3	570	14576	intergenic	-0.22	0	0,0,0
ENSG00000255605.1	ENST00000545912.1	chr11:95431250-95433787	3	506	2030	intergenic	2.80	0	0,0,0
ENSG00000255679.1	ENST00000511243.2	chr11:96180296-96239990	4	426	59266	intergenic	2.49	0	0,1,0
ENSG00000256684.1	ENST00000543403.1	chr11:96241589-96247912	4	404	5917	intergenic	0.33	0	0,0,0
ENSG00000254587.1	ENST00000527528.1	chr11:96461317-96584822	4	1647	121856	intergenic	3.09	0	0,0,0
ENSG00000255039.1	ENST00000529088.1	chr11:97093644-97130987	3	734	36608	intergenic	1.09	0	0,0,0
ENSG00000255502.1	ENST00000526385.1	chr11:97749781-97813762	4	546	63433	intergenic	-1.26	0	0,0,0
ENSG00000255502.1	ENST00000527281.1	chr11:97789423-97813762	3	774	23564	intergenic	-1.95	0	0,0,0
ENSG00000254599.1	ENST00000532109.1	chr11:98547121-98554465	3	435	6908	intergenic	-3.45	0	0,0,0
ENSG00000254830.1	ENST00000527345.1	chr11:98809642-98815809	2	380	5787	intergenic	0.24	0	0,0,0
ENSG00000248027.1	ENST00000501397.1	chr11:100554893-100558686	2	1865	1928	exonic	2.90	0	0,1,0
ENSG00000254422.1	ENST00000526310.1	chr11:102100582-102101653	2	628	443	exonic	-2.61	0	0,1,1
ENSG00000255337.1	ENST00000528717.1	chr11:102323650-102332739	2	692	8397	exonic	8.32	0	1,1,1
ENSG00000256916.1	ENST00000544115.1	chr11:102477647-102478853	3	743	462	intronic	0.04	0	0,1,0
ENSG00000256916.1	ENST00000542119.1	chr11:102478098-102498801	4	743	19958	intronic	-2.44	1	0,0,0
ENSG00000110347.7	ENST00000532855.1	chr11:102733467-102745764	10	1873	10416	intergenic	20.14	1	0,0,1
ENSG00000110347.7	ENST00000326227.5	chr11:102733476-102745764	11	1865	10414	intergenic	14.29	1	0,0,1
ENSG00000254987.1	ENST00000533459.1	chr11:103546722-103765999	5	562	218712	intergenic	1.81	0	0,0,0
ENSG00000255548.1	ENST00000527804.1	chr11:103816276-103817274	2	547	451	intronic	0	0	0,0,0
ENSG00000256422.1	ENST00000536529.1	chr11:104316596-104480024	5	652	162773	intergenic	0.59	1	0,0,0
ENSG00000256422.1	ENST00000538641.1	chr11:104410659-104480049	4	542	68846	intergenic	1.13	0	0,0,0
ENSG00000256422.1	ENST00000545630.1	chr11:104439258-104480030	4	583	40187	intergenic	-2.27	0	0,0,0
ENSG00000254998.1	ENST00000528811.1	chr11:105028654-105402424	5	445	373322	intergenic	-3.82	0	0,0,0
ENSG00000254433.1	ENST00000532422.1	chr11:105956717-105972649	5	826	15103	exonic	4.58	0	0,0,0
ENSG00000254433.1	ENST00000527594.1	chr11:105967274-105972702	2	692	4736	exonic	0.99	0	0,0,0
ENSG00000254580.1	ENST00000524966.1	chr11:105983186-106002843	3	409	19247	intergenic	-3.44	0	0,0,0
ENSG00000255467.1	ENST00000525548.1	chr11:107975801-107992411	4	964	15644	exonic	-1.75	0	0,1,0
ENSG00000255528.1	ENST00000526041.1	chr11:108873192-108908694	2	333	35169	intergenic	0	0	0,0,1
ENSG00000255028.1	ENST00000532992.1	chr11:109225812-109454633	5	540	228278	encompassing	-7.14	0	0,0,0
ENSG00000255028.1	ENST00000532929.1	chr11:109283980-109454369	4	803	169584	encompassing	3.46	0	0,1,0
ENSG00000254659.1	ENST00000534252.1	chr11:109622172-109694573	4	613	71786	intergenic	-5.16	0	0,0,0
ENSG00000254416.1	ENST00000526605.1	chr11:110225855-110277124	3	720	50548	intergenic	-4.17	0	0,0,0
ENSG00000254416.1	ENST00000526703.1	chr11:110225924-110252710	3	555	26230	intergenic	-5.73	0	0,0,0
ENSG00000255428.1	ENST00000528614.1	chr11:111284967-111288911	4	2587	1355	intronic	0.52	1	0,1,1
ENSG00000255208.1	ENST00000531009.1	chr11:111320593-111322036	5	521	919	intronic	2.50	0	0,0,0
ENSG00000256523.1	ENST00000540312.1	chr11:111381325-111384610	2	1141	2144	intronic	1.18	0	0,1,0
ENSG00000254980.1	ENST00000530283.1	chr11:111384768-111397480	2	1155	11557	exonic	3.63	1	0,1,0
ENSG00000254990.1	ENST00000529841.1	chr11:111639392-111649030	4	783	8853	intergenic	-3.56	0	0,1,0
ENSG00000254990.1	ENST00000534218.1	chr11:111639581-111649074	4	602	8889	intergenic	-8.53	0	0,1,1
ENSG00000254450.1	ENST00000531305.1	chr11:111687938-111699936	2	684	11314	intronic	0	0	0,1,1
ENSG00000255334.1	ENST00000530733.1	chr11:111886031-111886848	2	322	495	intronic	0	0	0,0,1
ENSG00000254638.1	ENST00000527589.1	chr11:112035920-112043329	4	594	6813	exonic	2.69	0	0,0,1
ENSG00000250303.2	ENST00000504610.2	chr11:112141472-112233257	4	2749	89034	intergenic	6.65	0	0,1,0
ENSG00000250303.2	ENST00000532168.1	chr11:112151209-112162495	2	693	10593	intergenic	7.50	1	0,1,1
ENSG00000250303.2	ENST00000419895.3	chr11:112160924-112163444	2	1711	809	intergenic	2.85	0	0,1,1
ENSG00000250303.2	ENST00000529938.1	chr11:112160991-112162893	2	1166	736	intergenic	2.85	0	0,1,0
ENSG00000250303.2	ENST00000527511.1	chr11:112163296-112164839	2	597	946	intergenic	-3.35	0	0,1,1
ENSG00000254968.2	ENST00000528496.1	chr11:112263841-112412639	3	855	147942	intergenic	7.42	0	0,0,1
ENSG00000254968.2	ENST00000529238.1	chr11:112352955-112492452	4	520	138975	intergenic	-2.39	0	0,1,0
ENSG00000254968.2	ENST00000529827.1	chr11:112355068-112358559	3	461	3029	intergenic	-1.93	1	0,0,0
ENSG00000255484.1	ENST00000525984.1	chr11:112404945-112426525	4	2065	19513	intergenic	4.28	1	0,0,0
ENSG00000254626.1	ENST00000524772.1	chr11:112658027-112666577	2	832	7718	intergenic	-0.48	0	0,0,0
ENSG00000247416.2	ENST00000500537.2	chr11:112830002-112834182	3	1934	2245	intergenic	7.36	1	0,1,0
ENSG00000247416.2	ENST00000532002.1	chr11:112831050-112832021	2	566	405	intergenic	0	0	0,1,0
ENSG00000227487.3	ENST00000533638.1	chr11:113140254-113144528	3	618	3655	exonic	12.83	0	0,0,0
ENSG00000227487.3	ENST00000526229.1	chr11:113140441-113144623	2	1081	3101	exonic	12.83	0	0,1,0
ENSG00000255129.1	ENST00000529416.1	chr11:113149159-113154712	4	743	4808	intergenic	3.53	1	0,0,1
ENSG00000255129.1	ENST00000526487.1	chr11:113149275-113185146	4	588	35281	intergenic	3.53	0	0,1,0
ENSG00000255129.1	ENST00000533504.1	chr11:113150105-113185159	3	517	34536	intergenic	-3.46	0	1,1,1
ENSG00000256757.1	ENST00000546284.1	chr11:113276043-113282839	4	524	6270	intronic	1.62	0	0,0,0
ENSG00000256603.1	ENST00000543486.1	chr11:113641115-113642413	2	586	712	intronic	-4.98	0	0,0,1
ENSG00000256452.1	ENST00000399123.2	chr11:113688799-113693180	3	158	4222	intronic	-20.56	0	0,0,1
ENSG00000256947.1	ENST00000544925.1	chr11:114081338-114227293	3	393	145561	intronic	0	0	0,0,0
ENSG00000256195.1	ENST00000534904.1	chr11:114231357-114250767	3	3841	15568	intergenic	5.35	1	0,0,0
ENSG00000256558.1	ENST00000546273.1	chr11:115045697-115046044	2	301	46	exonic	-1.39	0	0,1,0
ENSG00000256972.1	ENST00000545593.1	chr11:115204296-115210981	2	330	6355	intronic	-4.08	0	0,0,0
ENSG00000255580.1	ENST00000535704.1	chr11:115234348-115248649	2	818	13483	intronic	2.60	0	0,0,0
ENSG00000256315.1	ENST00000543182.1	chr11:115267474-115268376	2	526	376	intronic	2.02	1	0,0,0
ENSG00000256315.1	ENST00000539685.1	chr11:115267538-115268295	2	384	373	intronic	2.02	1	0,1,0
ENSG00000256315.1	ENST00000540545.1	chr11:115267569-115268337	2	715	53	intronic	2.02	1	0,1,0
ENSG00000256281.1	ENST00000544663.1	chr11:115403040-115403671	2	294	337	intergenic	-9.01	0	0,0,1
ENSG00000255689.1	ENST00000306533.8	chr11:115453015-115471057	3	376	17665	intergenic	-5.64	1	0,1,0
ENSG00000255599.1	ENST00000424313.2	chr11:115498783-115500461	3	479	1198	intergenic	-4.46	0	0,0,0
ENSG00000256717.1	ENST00000539305.1	chr11:115530376-115713864	3	574	182913	intergenic	-2.25	0	0,1,0
ENSG00000246100.2	ENST00000499809.1	chr11:115624966-115630912	3	3322	2623	intergenic	9.80	0	0,1,1
ENSG00000246100.2	ENST00000501294.1	chr11:115628169-115631345	3	982	2193	intergenic	-0.79	0	0,1,1
ENSG00000246100.2	ENST00000514294.2	chr11:115628181-115630915	2	995	1739	intergenic	15.92	0	0,1,0
ENSG00000246100.2	ENST00000537070.1	chr11:115628435-115630904	2	693	1776	intergenic	9.80	0	0,1,0
ENSG00000246100.2	ENST00000535683.1	chr11:115628638-115630918	2	504	1776	intergenic	9.80	0	1,1,1
ENSG00000257067.1	ENST00000537491.1	chr11:115803492-115813713	4	548	9671	intergenic	-4.25	0	0,1,1
ENSG00000257067.1	ENST00000539222.1	chr11:115803575-115810928	3	303	7049	intergenic	0	0	0,1,0
ENSG00000236437.1	ENST00000452629.1	chr11:116367616-116371347	2	921	2810	intergenic	1.30	0	0,1,0
ENSG00000237937.1	ENST00000444123.1	chr11:116510139-116528969	3	583	18246	intergenic	-1.53	1	0,0,0
ENSG00000237937.1	ENST00000439483.1	chr11:116510197-116525906	3	369	15339	intergenic	0.94	0	0,0,0
ENSG00000226645.1	ENST00000439104.1	chr11:116644105-116644921	2	419	397	intergenic	-1.43	1	0,0,1
ENSG00000231611.1	ENST00000366405.2	chr11:116645826-116646592	2	598	168	intergenic	-3.21	0	0,0,0
ENSG00000236267.1	ENST00000457746.1	chr11:116683920-116684719	2	333	466	intergenic	-0.13	0	0,1,0
ENSG00000235910.1	ENST00000444200.1	chr11:116706833-116726445	2	563	19049	exonic	-2.94	0	0,1,0
ENSG00000231865.1	ENST00000454832.1	chr11:116756762-116761437	3	2472	2202	intronic	-7.28	0	0,0,1
ENSG00000224077.1	ENST00000442124.1	chr11:116969703-116978886	3	483	8699	intergenic	-0.05	0	0,0,1
ENSG00000255274.2	ENST00000527329.1	chr11:117886487-117957508	4	304	70715	intronic	1.02	0	0,0,0
ENSG00000255274.2	ENST00000527695.1	chr11:117886487-117957508	3	233	70787	intronic	-6.98	0	0,0,0
ENSG00000255435.1	ENST00000532597.1	chr11:118382626-118401292	3	313	18352	exonic	-2.74	0	0,1,1
ENSG00000255435.1	ENST00000525992.1	chr11:118390118-118392034	2	348	1568	exonic	4.02	1	0,0,1
ENSG00000255435.1	ENST00000528578.1	chr11:118390211-118401284	4	423	10648	exonic	4.02	1	0,1,1
ENSG00000255176.1	ENST00000530198.1	chr11:118507338-118508815	2	1388	89	intronic	4.76	0	0,0,0
ENSG00000255422.1	ENST00000526274.1	chr11:118575316-118620973	3	425	45231	exonic	5.40	0	0,1,1
ENSG00000254428.1	ENST00000531087.1	chr11:118874452-118875603	2	523	628	intronic	-4.99	0	0,0,0
ENSG00000137700.10	ENST00000525102.1	chr11:118894824-118901616	10	2844	3940	exonic	59.74	0	1,1,1
ENSG00000137700.10	ENST00000357590.5	chr11:118895063-118901616	12	2354	4189	exonic	102.98	1	1,1,1
ENSG00000137700.10	ENST00000538950.1	chr11:118895063-118901616	11	2030	4514	exonic	78.40	1	1,1,1
ENSG00000137700.10	ENST00000545985.1	chr11:118895063-118901616	11	2604	3940	exonic	101.52	1	1,1,1
ENSG00000137700.10	ENST00000526275.1	chr11:118895066-118899744	6	2626	2048	exonic	59.74	1	0,0,1
ENSG00000137700.10	ENST00000330775.7	chr11:118895066-118901571	11	2115	4381	exonic	104.09	1	1,1,1
ENSG00000137700.10	ENST00000532085.1	chr11:118895066-118901573	3	5862	644	exonic	16.82	1	1,1,1
ENSG00000137700.10	ENST00000527992.1	chr11:118895098-118901590	9	2040	4445	exonic	59.74	1	1,1,1
ENSG00000137700.10	ENST00000456881.2	chr11:118895319-118901582	11	1728	4526	exonic	96.48	0	0,1,0
ENSG00000137700.10	ENST00000530407.1	chr11:118895588-118901582	10	1472	4514	exonic	59.74	0	1,1,1
ENSG00000137700.10	ENST00000524428.1	chr11:118895620-118900079	6	1526	2929	exonic	32.16	0	0,1,1
ENSG00000137700.10	ENST00000525372.1	chr11:118895620-118900079	8	1388	3065	exonic	28.56	0	0,1,1
ENSG00000137700.10	ENST00000525039.1	chr11:118895620-118901598	11	1780	4189	exonic	28.06	0	0,1,1
ENSG00000137700.10	ENST00000529510.1	chr11:118895862-118900097	5	850	3382	exonic	30.34	0	0,1,1
ENSG00000137700.10	ENST00000532888.1	chr11:118897376-118900278	5	1355	1544	intergenic	7.24	0	0,1,1
ENSG00000137700.10	ENST00000526626.1	chr11:118897664-118900278	3	734	1879	intergenic	16.78	0	0,1,1
ENSG00000137700.10	ENST00000525787.1	chr11:118898522-118900374	2	1058	794	intergenic	31.65	0	0,0,1
ENSG00000137700.10	ENST00000534384.1	chr11:118898951-118900650	3	554	1144	intergenic	-7.09	0	0,1,1
ENSG00000255114.1	ENST00000531886.1	chr11:118914899-118916205	2	667	639	exonic	-27.11	0	1,1,1
ENSG00000160695.8	ENST00000531528.1	chr11:118938403-118952688	16	3312	10959	intergenic	224.75	0	0,0,1
ENSG00000160695.8	ENST00000300793.6	chr11:118938493-118952686	17	3218	10960	intergenic	258.28	0	1,1,1
ENSG00000160695.8	ENST00000527798.1	chr11:118938532-118952677	16	3387	10744	intergenic	224.75	0	1,1,1
ENSG00000160695.8	ENST00000529838.1	chr11:118938534-118952674	13	3351	10778	intergenic	88.33	0	1,1,1
ENSG00000160695.8	ENST00000443691.2	chr11:118938780-118952681	17	3141	10745	intergenic	235.63	0	0,0,1
ENSG00000160695.8	ENST00000529545.1	chr11:118940263-118941494	2	576	655	intergenic	6.37	0	0,0,0
ENSG00000160695.8	ENST00000526829.1	chr11:118942742-118947638	2	1952	2944	intergenic	-0.10	0	0,0,0
ENSG00000160695.8	ENST00000530809.1	chr11:118944532-118948357	3	542	3282	intergenic	2.00	0	0,0,0
ENSG00000160695.8	ENST00000534551.1	chr11:118947730-118949039	4	585	722	intergenic	2.00	0	0,1,1
ENSG00000160695.8	ENST00000524454.1	chr11:118949892-118952675	2	626	2157	intergenic	0.69	0	0,1,1
ENSG00000254561.1	ENST00000532153.1	chr11:119479135-119529994	7	4476	46378	exonic	0.55	0	0,0,0
ENSG00000254854.1	ENST00000533253.1	chr11:119600293-119610333	4	523	9515	intergenic	8.85	0	0,1,1
ENSG00000254863.1	ENST00000534055.1	chr11:119858663-119859543	2	518	362	intergenic	1.34	0	0,0,0
ENSG00000254863.1	ENST00000526934.1	chr11:119859374-119865418	3	479	5564	intergenic	-0.84	0	0,0,0
ENSG00000254863.1	ENST00000524708.1	chr11:119859473-119865746	3	464	5808	intergenic	-4.27	0	0,0,1
ENSG00000246790.2	ENST00000501964.1	chr11:121318040-121323722	2	2908	2774	intronic	5.13	0	0,1,0
ENSG00000246790.2	ENST00000529160.1	chr11:121320405-121323628	2	449	2774	intronic	5.13	0	0,1,0
ENSG00000255248.1	ENST00000530955.1	chr11:121899063-121972410	2	747	72600	intergenic	3.48	0	0,1,1
ENSG00000255248.1	ENST00000532319.1	chr11:121936268-121971156	2	950	33938	intergenic	7.97	0	0,1,1
ENSG00000254446.1	ENST00000531470.1	chr11:121939642-121940864	3	472	749	intergenic	1.09	0	0,0,0
ENSG00000255248.1	ENST00000531381.1	chr11:121959811-121972886	2	3370	9705	intergenic	0.92	1	0,1,1
ENSG00000255248.1	ENST00000529823.1	chr11:121959814-121972874	2	3334	9726	intergenic	0.92	1	0,0,1
ENSG00000255248.1	ENST00000524376.1	chr11:121959818-121971155	2	2684	8653	intergenic	0.93	1	0,1,1
ENSG00000255248.1	ENST00000528986.1	chr11:121959818-121971737	2	3287	8632	intergenic	0.92	1	0,0,1
ENSG00000255248.1	ENST00000531071.1	chr11:121961763-121972405	3	970	9671	intergenic	-3.91	1	0,1,1
ENSG00000255248.1	ENST00000534195.1	chr11:121961962-121975877	2	586	13329	intergenic	-1.63	1	0,0,1
ENSG00000255248.1	ENST00000532890.1	chr11:121961993-121972394	3	708	9692	intergenic	-3.91	1	0,1,1
ENSG00000255248.1	ENST00000532315.1	chr11:121962125-121976650	2	1175	13350	intergenic	1.79	0	0,0,1
ENSG00000255248.1	ENST00000530072.1	chr11:121971386-121972394	2	592	416	intergenic	-2.86	0	0,1,1
ENSG00000255248.1	ENST00000531629.1	chr11:121971617-121972394	2	562	215	intergenic	-3.91	0	0,1,0
ENSG00000255090.1	ENST00000532350.1	chr11:122026130-122073770	3	573	47066	intergenic	-4.15	0	0,0,0
ENSG00000255090.1	ENST00000533109.1	chr11:122026259-122051108	2	147	24702	intergenic	0	0	0,1,0
ENSG00000255090.1	ENST00000534782.1	chr11:122026259-122073770	3	444	47066	intergenic	-4.15	0	0,0,0
ENSG00000255090.1	ENST00000534496.1	chr11:122051044-122073754	2	346	22364	intergenic	-4.15	0	0,0,0
ENSG00000255090.1	ENST00000527474.1	chr11:122051046-122238681	4	959	186674	encompassing	6.16	0	0,0,0
ENSG00000255090.1	ENST00000529804.1	chr11:122073472-122180159	3	468	106218	encompassing	-4.04	0	0,0,0
ENSG00000255090.1	ENST00000529733.1	chr11:122074217-122238580	3	584	163778	encompassing	-1.59	0	0,0,0
ENSG00000255090.1	ENST00000528381.1	chr11:122104970-122238523	3	554	132998	encompassing	-1.59	0	0,0,1
ENSG00000255090.1	ENST00000526674.1	chr11:122162982-122293579	2	310	130287	encompassing	0	0	0,0,0
ENSG00000255219.1	ENST00000526777.1	chr11:122165898-122178727	3	571	12257	intronic	-6.32	0	0,0,0
ENSG00000254710.1	ENST00000531681.1	chr11:123059510-123098985	5	701	38771	intronic	-1.30	0	0,0,0
ENSG00000254823.1	ENST00000527533.1	chr11:123184382-123185478	2	388	708	intergenic	2.63	0	0,0,0
ENSG00000254823.1	ENST00000527774.1	chr11:123184411-123185475	3	445	618	intergenic	2.63	0	0,0,0
ENSG00000255414.1	ENST00000525757.1	chr11:123325106-123331118	2	2471	3541	intergenic	2.09	0	0,1,0
ENSG00000254467.1	ENST00000532961.1	chr11:123539207-123542345	2	666	2472	intergenic	-7.12	0	0,1,0
ENSG00000255045.1	ENST00000531241.1	chr11:124614530-124616233	3	445	1257	exonic	2.76	0	1,1,1
ENSG00000250073.2	ENST00000504932.2	chr11:124629025-124635832	2	1493	5314	intronic	-0.24	0	0,1,1
ENSG00000250073.2	ENST00000532579.1	chr11:124632327-124635257	2	678	2252	intergenic	-0.24	0	1,1,1
ENSG00000245498.2	ENST00000499143.2	chr11:124670346-124704383	5	2886	31148	exonic	5.03	0	0,1,0
ENSG00000245498.2	ENST00000529392.1	chr11:124670806-124676641	3	2792	3042	intergenic	5.78	0	0,0,1
ENSG00000254568.1	ENST00000524453.1	chr11:124753587-124757685	2	744	3354	exonic	-5.03	0	0,0,1
ENSG00000254880.1	ENST00000532316.1	chr11:125028357-125034505	3	586	5561	intergenic	11.49	0	0,0,0
ENSG00000254694.1	ENST00000532866.1	chr11:126078506-126078922	2	362	54	intronic	0	0	0,0,0
ENSG00000254905.1	ENST00000533378.1	chr11:126162817-126164149	2	492	840	exonic	-1.44	0	0,0,0
ENSG00000247445.1	ENST00000501321.1	chr11:126210853-126225431	2	1460	13118	intronic	1.87	0	1,1,1
ENSG00000247445.1	ENST00000499602.1	chr11:126220067-126225482	3	2289	3125	intergenic	1.24	0	1,1,1
ENSG00000254938.1	ENST00000530572.1	chr11:126790084-126810555	2	566	19905	intronic	-4.73	0	0,0,0
ENSG00000254960.1	ENST00000532988.1	chr11:126810642-126814984	3	492	3849	intronic	3.19	0	0,0,0
ENSG00000218109.3	ENST00000525678.1	chr11:126872805-126875953	3	1768	1379	intergenic	12.12	0	0,1,0
ENSG00000255546.1	ENST00000530177.1	chr11:126891649-126923448	3	572	31226	intergenic	-3.98	0	0,0,1
ENSG00000255465.1	ENST00000531784.1	chr11:128485760-128491701	3	1159	4781	intergenic	6.08	0	0,0,0
ENSG00000255465.1	ENST00000532563.1	chr11:128490599-128491711	3	288	823	intergenic	0	0	0,0,0
ENSG00000254703.1	ENST00000526269.1	chr11:128561575-128565918	3	1290	3052	exonic	4.00	0	1,1,1
ENSG00000233220.3	ENST00000530583.1	chr11:129872833-129874251	1	1419	0	intergenic	7.33	0	0,1,0
ENSG00000255658.1	ENST00000538996.1	chr11:130434325-130628495	3	571	193598	encompassing	3.65	0	0,0,0
ENSG00000255455.1	ENST00000525716.1	chr11:130732054-130737889	2	3133	2702	intergenic	3.15	0	0,1,0
ENSG00000236129.1	ENST00000441665.1	chr11:131056917-131059648	2	635	2096	intergenic	1.85	1	1,1,1
ENSG00000227125.1	ENST00000447864.1	chr11:131074894-131085058	2	562	9602	intergenic	3.26	0	0,0,0
ENSG00000237612.1	ENST00000441638.1	chr11:131104433-131121711	2	569	16709	intergenic	3.97	0	0,0,0
ENSG00000231698.1	ENST00000416553.1	chr11:131123317-131170666	2	584	46765	intergenic	-20.41	0	0,0,0
ENSG00000237654.1	ENST00000443319.1	chr11:131372653-131410510	3	432	37424	intronic	0	0	0,0,1
ENSG00000237654.1	ENST00000414466.1	chr11:131403751-131410761	8	4335	2669	intronic	8.39	0	0,0,1
ENSG00000237654.1	ENST00000414856.1	chr11:131406370-131410492	3	536	3585	intronic	1.04	1	0,0,0
ENSG00000236082.1	ENST00000421650.1	chr11:131416556-131443494	2	149	26789	intronic	0	0	0,0,0
ENSG00000238117.1	ENST00000419440.1	chr11:131747574-131767002	2	509	18919	intronic	13.34	0	0,0,1
ENSG00000224700.1	ENST00000446631.1	chr11:131850990-131854555	2	577	2988	intronic	0.98	0	0,1,0
ENSG00000238262.1	ENST00000421651.1	chr11:132154196-132154975	2	373	406	intronic	5.68	0	0,0,0
ENSG00000255371.1	ENST00000533260.1	chr11:132729140-132729972	2	398	434	intronic	2.92	0	0,0,0
ENSG00000254896.1	ENST00000533859.1	chr11:133229924-133235975	2	2936	3115	intronic	3.52	0	0,0,1
ENSG00000255258.1	ENST00000526254.1	chr11:133653566-133680271	3	975	25729	intergenic	4.40	0	0,1,1
ENSG00000255258.1	ENST00000530621.1	chr11:133667935-133680395	2	2826	9634	intergenic	3.45	0	0,0,0
ENSG00000254918.1	ENST00000530957.1	chr11:133778894-133782774	2	1273	2607	intergenic	6.82	0	0,0,0
ENSG00000255406.1	ENST00000532272.1	chr11:133896882-133898013	2	516	615	intergenic	4.68	0	0,1,0
ENSG00000204241.3	ENST00000533922.1	chr11:133902167-133911143	3	2206	6769	intergenic	6.98	1	0,0,0
ENSG00000204241.3	ENST00000532706.1	chr11:133902282-133909725	2	543	6900	intergenic	4.06	0	0,1,0
ENSG00000204241.3	ENST00000529070.1	chr11:133902547-133908870	2	1673	4650	intergenic	6.98	1	0,0,0
ENSG00000204241.3	ENST00000533091.1	chr11:133902691-133910162	2	571	6900	intergenic	3.69	0	0,0,0
ENSG00000204241.3	ENST00000527712.1	chr11:133902700-133916744	4	594	13448	intergenic	5.27	0	0,0,1
ENSG00000254648.1	ENST00000526377.1	chr11:133905727-133907002	2	1130	145	intergenic	-2.26	0	0,0,0
ENSG00000204241.3	ENST00000531938.1	chr11:133907004-133909834	2	711	2119	intergenic	3.69	0	0,1,0
ENSG00000204241.3	ENST00000532327.1	chr11:133908538-133911143	2	1761	844	intergenic	3.69	1	0,0,0
ENSG00000255348.1	ENST00000531710.1	chr11:134048719-134056061	2	334	7008	exonic	-5.16	0	0,1,1
ENSG00000255545.1	ENST00000531319.1	chr11:134306367-134337169	2	1402	29400	intergenic	12.66	0	0,1,0
ENSG00000255545.1	ENST00000533390.1	chr11:134306629-134374934	6	1863	66438	intergenic	12.66	0	0,0,0
ENSG00000255545.1	ENST00000528482.1	chr11:134336079-134357809	6	3620	18106	intergenic	12.66	0	0,0,0
ENSG00000255545.1	ENST00000532886.1	chr11:134349193-134375507	3	4387	21926	intergenic	9.52	1	0,0,1
ENSG00000254573.1	ENST00000532652.1	chr11:134433290-134442950	3	514	9145	intergenic	4.18	0	1,1,1
ENSG00000254989.1	ENST00000529417.1	chr11:134541320-134541918	2	389	209	intergenic	-1.95	0	0,0,0
ENSG00000255344.1	ENST00000529922.1	chr11:134584436-134585816	2	455	925	intergenic	-0.17	0	0,0,0
ENSG00000251226.1	ENST00000513405.1	chr11:134605490-134633704	2	3684	24530	intergenic	18.47	1	0,0,1
ENSG00000254716.1	ENST00000529881.1	chr11:134815478-134846593	6	1856	29255	intergenic	2.49	0	0,0,0
ENSG00000255327.1	ENST00000528497.1	chr11:134820602-134821462	2	762	98	intergenic	-1.95	0	0,0,0
